slippage,test_year,symbol,anchor_side,direction,fire_ts,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r,family,entry_hour_utc
primary_2tick,2018,NQ.c.0,low,short,2018-01-10 07:00:00+00:00,2018-01-10 07:03:00+00:00,6676.75,2018-01-10 10:34:00+00:00,6658.4018,target,3.6696,6684.0893,6658.4018,18.3482,2.5,Sweep reversed (filtered),7.0
primary_2tick,2018,ES.c.0,bullish,long,2018-01-10 12:00:00+00:00,2018-01-10 12:11:00+00:00,2740.0,2018-01-10 16:11:00+00:00,2746.25,time_exit,2.1295,2735.7411,2750.6473,6.25,1.4675,OB strict,
primary_2tick,2018,NQ.c.0,bullish,long,2018-01-10 20:00:00+00:00,2018-01-10 20:06:00+00:00,6660.75,2018-01-11 00:06:00+00:00,6673.25,time_exit,11.9464,6636.8571,6720.4821,12.5,0.5232,OB strict,
primary_2tick,2018,ES.c.0,bearish,short,2018-01-11 01:00:00+00:00,2018-01-11 01:05:00+00:00,2752.5,2018-01-11 05:05:00+00:00,2753.5,time_exit,2.3571,2757.2143,2740.7143,-1.0,-0.2121,OB strict,
primary_2tick,2018,ES.c.0,high,long,2018-01-11 07:00:00+00:00,2018-01-11 07:02:00+00:00,2753.5,2018-01-11 11:02:00+00:00,2751.75,time_exit,1.5536,2750.3929,2761.2679,-1.75,-0.5632,Sweep reversed (filtered),7.0
primary_2tick,2018,NQ.c.0,high,long,2018-01-11 12:00:00+00:00,2018-01-11 12:02:00+00:00,6685.0,2018-01-11 14:40:00+00:00,6677.6964,stop,3.4018,6678.1964,6702.0089,-7.3036,-1.0735,Sweep reversed (filtered),12.0
primary_2tick,2018,ES.c.0,high,long,2018-01-11 15:00:00+00:00,2018-01-11 15:02:00+00:00,2759.25,2018-01-11 15:20:00+00:00,2755.5089,stop,1.6205,2756.0089,2767.3527,-3.7411,-1.1543,Sweep reversed (filtered),15.0
primary_2tick,2018,ES.c.0,bearish,short,2018-01-12 00:00:00+00:00,2018-01-12 00:03:00+00:00,2767.75,2018-01-12 04:03:00+00:00,2770.0,time_exit,1.7545,2771.2589,2758.9777,-2.25,-0.6412,OB strict,
primary_2tick,2018,NQ.c.0,high,long,2018-01-12 07:00:00+00:00,2018-01-12 07:02:00+00:00,6730.0,2018-01-12 11:02:00+00:00,6734.25,time_exit,3.067,6723.8661,6745.3348,4.25,0.6929,Sweep reversed (filtered),7.0
primary_2tick,2018,NQ.c.0,bearish,short,2018-01-12 13:00:00+00:00,2018-01-12 13:04:00+00:00,6733.5,2018-01-12 13:23:00+00:00,6741.5268,stop,3.7634,6741.0268,6714.683,-8.0268,-1.0664,OB strict,
primary_2tick,2018,ES.c.0,high,long,2018-01-12 15:00:00+00:00,2018-01-12 15:02:00+00:00,2778.5,2018-01-12 19:02:00+00:00,2784.5,time_exit,2.1964,2774.1071,2789.4821,6.0,1.3659,Sweep reversed (filtered),15.0
primary_2tick,2018,ES.c.0,bearish,short,2018-01-15 00:00:00+00:00,2018-01-15 00:02:00+00:00,2795.0,2018-01-15 04:02:00+00:00,2795.0,time_exit,2.6384,2800.2768,2781.808,0.0,0.0,OB strict,
primary_2tick,2018,ES.c.0,bearish,short,2018-01-15 04:00:00+00:00,2018-01-15 04:02:00+00:00,2794.25,2018-01-15 08:02:00+00:00,2794.0,time_exit,1.8482,2797.9464,2785.0089,0.25,0.0676,OB strict,
primary_2tick,2018,NQ.c.0,bearish,short,2018-01-15 08:00:00+00:00,2018-01-15 08:04:00+00:00,6786.75,2018-01-15 12:04:00+00:00,6781.75,time_exit,3.2946,6793.3393,6770.2768,5.0,0.7588,OB strict,
primary_2tick,2018,ES.c.0,high,long,2018-01-15 15:00:00+00:00,2018-01-15 15:04:00+00:00,2795.0,2018-01-15 17:59:00+00:00,2794.0,time_exit,1.6071,2791.7857,2803.0357,-1.0,-0.3111,Sweep reversed (filtered),15.0
primary_2tick,2018,ES.c.0,bearish,short,2018-01-16 00:00:00+00:00,2018-01-16 00:05:00+00:00,2793.0,2018-01-16 02:56:00+00:00,2795.8571,stop,1.1786,2795.3571,2787.1071,-2.8571,-1.2121,OB strict,
primary_2tick,2018,ES.c.0,high,long,2018-01-16 07:00:00+00:00,2018-01-16 07:03:00+00:00,2798.5,2018-01-16 07:13:00+00:00,2796.3125,stop,0.8438,2796.8125,2802.7188,-2.1875,-1.2963,Sweep reversed (filtered),7.0
primary_2tick,2018,ES.c.0,bearish,short,2018-01-16 12:00:00+00:00,2018-01-16 12:05:00+00:00,2799.5,2018-01-16 13:53:00+00:00,2802.7054,stop,1.3527,2802.2054,2792.7366,-3.2054,-1.1848,OB strict,
primary_2tick,2018,ES.c.0,bearish,short,2018-01-16 15:00:00+00:00,2018-01-16 15:02:00+00:00,2806.5,2018-01-16 15:37:00+00:00,2796.3214,target,2.0357,2810.5714,2796.3214,10.1786,2.5,OB strict,
primary_2tick,2018,ES.c.0,bearish,short,2018-01-16 16:00:00+00:00,2018-01-16 16:02:00+00:00,2793.5,2018-01-16 19:17:00+00:00,2781.1116,target,2.4777,2798.4554,2781.1116,12.3884,2.5,OB strict,
primary_2tick,2018,ES.c.0,bullish,long,2018-01-16 20:00:00+00:00,2018-01-16 20:02:00+00:00,2778.0,2018-01-17 00:02:00+00:00,2781.0,time_exit,4.4866,2769.0268,2800.433,3.0,0.3343,OB strict,
primary_2tick,2018,ES.c.0,bullish,long,2018-01-17 00:00:00+00:00,2018-01-17 00:03:00+00:00,2782.0,2018-01-17 04:03:00+00:00,2783.0,time_exit,4.4598,2773.0804,2804.2991,1.0,0.1121,OB strict,
primary_2tick,2018,ES.c.0,bullish,long,2018-01-17 04:00:00+00:00,2018-01-17 04:09:00+00:00,2784.0,2018-01-17 08:09:00+00:00,2786.0,time_exit,2.7857,2778.4286,2797.9286,2.0,0.359,OB strict,
