signal,test_year,symbol,anchor_side,direction,fire_ts,p_test,label_y_true,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-10-16 22:00:00+00:00,0.8240,0,2022-10-16 22:03:00+00:00,3603.7500,2022-10-17 02:03:00+00:00,3610.2500,time_exit,16.2589,3636.2679,3522.4554,-6.5000,-0.1999
gap_down_rejection,2022,RTY.c.0,gap_down,short,2022-10-16 22:00:00+00:00,0.8215,0,2022-10-16 22:05:00+00:00,1692.9000,2022-10-17 02:05:00+00:00,1698.4000,time_exit,8.3357,1709.5714,1651.2214,-5.5000,-0.3299
gap_down_rejection,2022,NG.c.0,gap_down,short,2022-10-16 22:00:00+00:00,0.8888,1,2022-10-16 22:02:00+00:00,6.2480,2022-10-17 02:02:00+00:00,6.2930,time_exit,0.0436,6.3352,6.0300,-0.0450,-0.5160
gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8561,1,2022-10-30 22:02:00+00:00,11571.5000,2022-10-31 02:02:00+00:00,11550.0000,time_exit,39.4955,11650.4911,11374.0223,21.5000,0.2722
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8649,1,2022-10-30 22:02:00+00:00,3907.2500,2022-10-31 02:02:00+00:00,3903.7500,time_exit,9.8438,3926.9375,3858.0312,3.5000,0.1778
gap_down_rejection,2022,YM.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8522,1,2022-10-30 22:02:00+00:00,32879.0000,2022-10-31 02:02:00+00:00,32878.0000,time_exit,70.6607,33020.3214,32525.6964,1.0000,0.0071
gap_down_rejection,2022,RTY.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8212,1,2022-10-30 22:02:00+00:00,1850.4000,2022-10-31 02:02:00+00:00,1849.1000,time_exit,6.9643,1864.3286,1815.5786,1.3000,0.0933
gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8561,1,2022-10-30 22:02:00+00:00,11571.5000,2022-10-31 02:02:00+00:00,11550.0000,time_exit,39.4955,11650.4911,11374.0223,21.5000,0.2722
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8649,1,2022-10-30 22:02:00+00:00,3907.2500,2022-10-31 02:02:00+00:00,3903.7500,time_exit,9.8438,3926.9375,3858.0312,3.5000,0.1778
gap_down_rejection,2022,YM.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8522,1,2022-10-30 22:02:00+00:00,32879.0000,2022-10-31 02:02:00+00:00,32878.0000,time_exit,70.6607,33020.3214,32525.6964,1.0000,0.0071
gap_down_rejection,2022,RTY.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.8212,1,2022-10-30 22:02:00+00:00,1850.4000,2022-10-31 02:02:00+00:00,1849.1000,time_exit,6.9643,1864.3286,1815.5786,1.3000,0.0933
gap_down_rejection,2022,6N.c.0,gap_down,short,2022-10-31 22:00:00+00:00,0.8469,1,2022-10-31 22:02:00+00:00,0.5814,2022-11-01 00:08:00+00:00,0.5831,stop,0.0009,0.5831,0.5771,-0.0017,-1.0000
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-06 23:00:00+00:00,0.8446,1,2022-11-06 23:03:00+00:00,3749.5000,2022-11-07 03:03:00+00:00,3771.0000,time_exit,17.5312,3784.5625,3661.8438,-21.5000,-0.6132
