config,signal,test_year,symbol,anchor_side,direction,fire_ts,p_test,label_y_true,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
v1_baseline,smt_pd_high_thesis,2021,ES.c.0,high,short,2021-05-10 00:00:00+00:00,0.9532,1,2021-05-10 00:02:00+00:00,4230.5000,2021-05-10 00:03:00+00:00,4231.6250,stop,1.1250,4231.6250,4228.2500,-1.1250,-1.0000
v1_baseline,smt_pd_high_thesis,2021,NQ.c.0,high,short,2021-07-08 00:00:00+00:00,0.9376,1,2021-07-08 00:04:00+00:00,14818.0000,2021-07-08 00:15:00+00:00,14821.0893,stop,3.0893,14821.0893,14811.8214,-3.0893,-1.0000
v1_baseline,smt_pd_high_thesis,2021,NQ.c.0,high,short,2021-07-27 11:00:00+00:00,0.9627,1,2021-07-27 11:04:00+00:00,15117.0000,2021-07-27 11:06:00+00:00,15122.6786,stop,5.6786,15122.6786,15105.6429,-5.6786,-1.0000
v1_baseline,smt_pd_high_thesis,2021,ES.c.0,high,short,2021-08-01 22:00:00+00:00,0.9600,1,2021-08-01 22:12:00+00:00,4402.2500,2021-08-01 22:33:00+00:00,4404.1607,stop,1.9107,4404.1607,4398.4286,-1.9107,-1.0000
v1_baseline,smt_pd_high_thesis,2021,YM.c.0,high,short,2021-08-26 11:00:00+00:00,0.9544,1,2021-08-26 11:02:00+00:00,35365.0000,2021-08-26 11:03:00+00:00,35377.0000,stop,12.0000,35377.0000,35341.0000,-12.0000,-1.0000
v1_baseline,smt_pd_high_thesis,2021,NQ.c.0,high,short,2021-11-10 06:00:00+00:00,0.9524,1,2021-11-10 06:07:00+00:00,16173.2500,2021-11-10 06:10:00+00:00,16179.0357,stop,5.7857,16179.0357,16161.6786,-5.7857,-1.0000
v1_baseline,smt_pd_high_thesis,2021,ES.c.0,high,short,2021-11-30 00:00:00+00:00,0.9547,1,2021-11-30 00:06:00+00:00,4664.0000,2021-11-30 00:48:00+00:00,4666.0357,stop,2.0357,4666.0357,4659.9286,-2.0357,-1.0000
v1_baseline,smt_pd_high_thesis,2022,ES.c.0,high,short,2022-01-13 08:00:00+00:00,0.9605,1,2022-01-13 08:02:00+00:00,4707.7500,2022-01-13 08:06:00+00:00,4709.8393,stop,2.0893,4709.8393,4703.5714,-2.0893,-1.0000
v1_baseline,smt_pd_high_thesis,2022,ES.c.0,high,short,2022-03-23 00:00:00+00:00,0.9752,1,2022-03-23 00:03:00+00:00,4510.2500,2022-03-23 00:06:00+00:00,4507.4286,target,1.4107,4511.6607,4507.4286,2.8214,2.0000
v1_baseline,smt_pd_high_thesis,2022,NQ.c.0,high,short,2022-03-30 00:00:00+00:00,0.9432,1,2022-03-30 00:02:00+00:00,15208.0000,2022-03-30 00:09:00+00:00,15213.7857,stop,5.7857,15213.7857,15196.4286,-5.7857,-1.0000
v1_baseline,smt_pd_high_thesis,2022,NQ.c.0,high,short,2022-04-05 05:00:00+00:00,0.9674,1,2022-04-05 05:04:00+00:00,15154.5000,2022-04-05 05:15:00+00:00,15157.7857,stop,3.2857,15157.7857,15147.9286,-3.2857,-1.0000
v1_baseline,smt_pd_high_thesis,2022,YM.c.0,high,short,2022-06-08 00:00:00+00:00,0.9695,1,2022-06-08 00:03:00+00:00,33092.0000,2022-06-08 00:14:00+00:00,33104.5000,stop,12.5000,33104.5000,33067.0000,-12.5000,-1.0000
v1_baseline,smt_pd_high_thesis,2022,ES.c.0,high,short,2022-09-13 05:00:00+00:00,0.9497,1,2022-09-13 05:04:00+00:00,4112.5000,2022-09-13 05:13:00+00:00,4113.7679,stop,1.2679,4113.7679,4109.9643,-1.2679,-1.0000
v1_baseline,smt_pd_high_thesis,2022,YM.c.0,high,short,2022-09-15 02:00:00+00:00,0.9662,1,2022-09-15 02:04:00+00:00,31211.0000,2022-09-15 03:04:00+00:00,31183.0000,time_exit,17.7857,31228.7857,31175.4286,28.0000,1.5743
v1_baseline,smt_pd_high_thesis,2022,NQ.c.0,high,short,2022-09-29 00:00:00+00:00,0.9708,1,2022-09-29 00:05:00+00:00,11552.2500,2022-09-29 00:06:00+00:00,11560.1071,stop,7.8571,11560.1071,11536.5357,-7.8571,-1.0000
v1_baseline,smt_pd_high_thesis,2022,NQ.c.0,high,short,2022-11-28 14:00:00+00:00,0.9503,1,2022-11-28 14:03:00+00:00,11704.2500,2022-11-28 14:30:00+00:00,11713.5536,stop,9.3036,11713.5536,11685.6429,-9.3036,-1.0000
v1_baseline,smt_pd_high_thesis,2022,YM.c.0,high,short,2022-12-04 23:00:00+00:00,0.9484,1,2022-12-04 23:03:00+00:00,34433.0000,2022-12-04 23:10:00+00:00,34395.0000,target,19.0000,34452.0000,34395.0000,38.0000,2.0000
v1_baseline,smt_pd_high_thesis,2023,NQ.c.0,high,short,2023-02-21 00:00:00+00:00,0.9611,1,2023-02-21 00:03:00+00:00,12374.5000,2023-02-21 00:12:00+00:00,12362.2143,target,6.1429,12380.6429,12362.2143,12.2857,2.0000
v1_baseline,smt_pd_high_thesis,2023,ES.c.0,high,short,2023-02-28 00:00:00+00:00,0.9531,1,2023-02-28 00:03:00+00:00,3991.7500,2023-02-28 00:10:00+00:00,3993.3750,stop,1.6250,3993.3750,3988.5000,-1.6250,-1.0000
v1_baseline,smt_pd_high_thesis,2023,ES.c.0,high,short,2023-03-15 01:00:00+00:00,0.9448,1,2023-03-15 01:07:00+00:00,3918.0000,2023-03-15 01:22:00+00:00,3920.0536,stop,2.0536,3920.0536,3913.8929,-2.0536,-1.0000
v1_baseline,smt_pd_high_thesis,2023,YM.c.0,high,short,2023-03-28 05:00:00+00:00,0.9473,1,2023-03-28 05:04:00+00:00,32681.0000,2023-03-28 05:14:00+00:00,32686.1429,stop,5.1429,32686.1429,32670.7143,-5.1429,-1.0000
v1_baseline,smt_pd_high_thesis,2023,YM.c.0,high,short,2023-04-20 01:00:00+00:00,0.9527,1,2023-04-20 01:06:00+00:00,33999.0000,2023-04-20 01:31:00+00:00,34006.0714,stop,7.0714,34006.0714,33984.8571,-7.0714,-1.0000
v1_baseline,smt_pd_high_thesis,2023,NQ.c.0,high,short,2023-04-25 00:00:00+00:00,0.9565,1,2023-04-25 00:05:00+00:00,13058.2500,2023-04-25 00:19:00+00:00,13049.4286,target,4.4107,13062.6607,13049.4286,8.8214,2.0000
v1_baseline,smt_pd_high_thesis,2023,YM.c.0,high,short,2023-08-08 00:00:00+00:00,0.9573,1,2023-08-08 00:02:00+00:00,35560.0000,2023-08-08 00:05:00+00:00,35549.8571,target,5.0714,35565.0714,35549.8571,10.1429,2.0000
v1_baseline,smt_pd_high_thesis,2023,YM.c.0,high,short,2023-08-17 03:00:00+00:00,0.9448,1,2023-08-17 03:09:00+00:00,34849.0000,2023-08-17 03:28:00+00:00,34861.9286,stop,12.9286,34861.9286,34823.1429,-12.9286,-1.0000
v1_baseline,smt_pd_high_thesis,2023,NQ.c.0,high,short,2023-09-12 03:00:00+00:00,0.9734,1,2023-09-12 03:02:00+00:00,15461.5000,2023-09-12 03:05:00+00:00,15466.0179,stop,4.5179,15466.0179,15452.4643,-4.5179,-1.0000
v1_baseline,smt_pd_high_thesis,2023,ES.c.0,high,short,2023-10-01 22:00:00+00:00,0.9632,1,2023-10-01 22:02:00+00:00,4349.0000,2023-10-01 22:04:00+00:00,4341.8571,target,3.5714,4352.5714,4341.8571,7.1429,2.0000
v1_baseline,smt_pd_high_thesis,2023,ES.c.0,high,short,2023-10-03 07:00:00+00:00,0.9739,1,2023-10-03 07:04:00+00:00,4324.7500,2023-10-03 07:20:00+00:00,4322.0000,target,1.3750,4326.1250,4322.0000,2.7500,2.0000
v1_baseline,smt_pd_high_thesis,2023,YM.c.0,high,short,2023-10-18 02:00:00+00:00,0.9696,1,2023-10-18 02:05:00+00:00,34122.0000,2023-10-18 03:05:00+00:00,34120.0000,time_exit,11.5714,34133.5714,34098.8571,2.0000,0.1728
v1_baseline,smt_pd_high_thesis,2023,ES.c.0,high,short,2023-10-19 01:00:00+00:00,0.9641,1,2023-10-19 01:03:00+00:00,4346.0000,2023-10-19 01:11:00+00:00,4348.1964,stop,2.1964,4348.1964,4341.6071,-2.1964,-1.0000
v1_baseline,smt_pd_high_thesis,2024,ES.c.0,high,short,2024-01-02 01:00:00+00:00,0.9573,1,2024-01-02 01:06:00+00:00,4822.5000,2024-01-02 01:13:00+00:00,4821.0357,target,0.7321,4823.2321,4821.0357,1.4643,2.0000
v1_baseline,smt_pd_high_thesis,2024,ES.c.0,high,short,2024-01-31 00:00:00+00:00,0.9641,1,2024-01-31 00:10:00+00:00,4932.7500,2024-01-31 01:10:00+00:00,4932.5000,time_exit,2.5357,4935.2857,4927.6786,0.2500,0.0986
v1_baseline,smt_pd_high_thesis,2024,NQ.c.0,high,short,2024-03-04 08:00:00+00:00,0.9744,1,2024-03-04 08:02:00+00:00,18354.0000,2024-03-04 08:03:00+00:00,18359.5179,stop,5.5179,18359.5179,18342.9643,-5.5179,-1.0000
v1_baseline,smt_pd_high_thesis,2024,NQ.c.0,high,short,2024-04-02 07:00:00+00:00,0.9554,1,2024-04-02 07:04:00+00:00,18488.0000,2024-04-02 07:07:00+00:00,18495.4464,stop,7.4464,18495.4464,18473.1071,-7.4464,-1.0000
v1_baseline,smt_pd_high_thesis,2024,NQ.c.0,high,short,2024-04-30 02:00:00+00:00,0.9744,1,2024-04-30 02:02:00+00:00,17910.7500,2024-04-30 02:21:00+00:00,17915.4464,stop,4.6964,17915.4464,17901.3571,-4.6964,-1.0000
v1_baseline,smt_pd_high_thesis,2024,NQ.c.0,high,short,2024-05-30 12:00:00+00:00,0.9537,1,2024-05-30 12:03:00+00:00,18741.5000,2024-05-30 12:07:00+00:00,18749.3393,stop,7.8393,18749.3393,18725.8214,-7.8393,-1.0000
v1_baseline,smt_pd_high_thesis,2024,YM.c.0,high,short,2024-10-15 01:00:00+00:00,0.9640,1,2024-10-15 01:06:00+00:00,43409.0000,2024-10-15 01:13:00+00:00,43418.2143,stop,9.2143,43418.2143,43390.5714,-9.2143,-1.0000
v1_baseline,smt_pd_high_thesis,2024,YM.c.0,high,short,2024-10-21 00:00:00+00:00,0.9551,1,2024-10-21 00:02:00+00:00,43567.0000,2024-10-21 00:55:00+00:00,43573.6429,stop,6.6429,43573.6429,43553.7143,-6.6429,-1.0000
v1_baseline,smt_pd_high_thesis,2024,NQ.c.0,high,short,2024-10-23 00:00:00+00:00,0.9612,1,2024-10-23 00:02:00+00:00,20528.0000,2024-10-23 00:05:00+00:00,20535.6964,stop,7.6964,20535.6964,20512.6071,-7.6964,-1.0000
v1_baseline,smt_pd_high_thesis,2024,YM.c.0,high,short,2024-12-05 01:00:00+00:00,0.9601,1,2024-12-05 01:02:00+00:00,45082.0000,2024-12-05 01:08:00+00:00,45089.7857,stop,7.7857,45089.7857,45066.4286,-7.7857,-1.0000
v1_baseline,smt_pd_high_thesis,2024,ES.c.0,high,short,2024-12-08 23:00:00+00:00,0.9849,1,2024-12-08 23:04:00+00:00,6096.0000,2024-12-08 23:06:00+00:00,6097.6429,stop,1.6429,6097.6429,6092.7143,-1.6429,-1.0000
v1_baseline,smt_pd_high_thesis,2024,ES.c.0,high,short,2024-12-09 07:00:00+00:00,0.9852,1,2024-12-09 07:02:00+00:00,6096.0000,2024-12-09 07:20:00+00:00,6096.7679,stop,0.7679,6096.7679,6094.4643,-0.7679,-1.0000
v1_baseline,smt_pd_high_thesis,2024,ES.c.0,high,short,2024-12-17 01:00:00+00:00,0.9657,1,2024-12-17 01:02:00+00:00,6070.7500,2024-12-17 01:04:00+00:00,6071.8571,stop,1.1071,6071.8571,6068.5357,-1.1071,-1.0000
v1_baseline,smt_pd_high_thesis,2024,ES.c.0,high,short,2024-12-18 00:00:00+00:00,0.9593,1,2024-12-18 00:11:00+00:00,6052.5000,2024-12-18 01:11:00+00:00,6055.1964,stop,2.6964,6055.1964,6047.1071,-2.6964,-1.0000
v1_baseline,smt_pd_high_thesis,2025,YM.c.0,high,short,2025-02-20 00:00:00+00:00,0.9688,1,2025-02-20 00:03:00+00:00,44663.0000,2025-02-20 00:56:00+00:00,44674.5714,stop,11.5714,44674.5714,44639.8571,-11.5714,-1.0000
v1_baseline,smt_pd_high_thesis,2025,NQ.c.0,high,short,2025-03-06 04:00:00+00:00,0.9668,1,2025-03-06 04:03:00+00:00,20623.0000,2025-03-06 04:17:00+00:00,20632.5893,stop,9.5893,20632.5893,20603.8214,-9.5893,-1.0000
v1_baseline,smt_pd_high_thesis,2025,YM.c.0,high,short,2025-03-09 22:00:00+00:00,0.9554,1,2025-03-09 22:03:00+00:00,42599.0000,2025-03-09 22:04:00+00:00,42637.3571,stop,38.3571,42637.3571,42522.2857,-38.3571,-1.0000
v1_baseline,smt_pd_high_thesis,2025,NQ.c.0,high,short,2025-03-10 02:00:00+00:00,0.9584,1,2025-03-10 02:04:00+00:00,20139.7500,2025-03-10 03:04:00+00:00,20146.5000,time_exit,18.7321,20158.4821,20102.2857,-6.7500,-0.3603
v1_baseline,smt_pd_high_thesis,2025,ES.c.0,high,short,2025-05-21 00:00:00+00:00,0.9888,1,2025-05-21 00:03:00+00:00,5954.2500,2025-05-21 00:07:00+00:00,5949.8571,target,2.1964,5956.4464,5949.8571,4.3929,2.0000
v1_baseline,smt_pd_high_thesis,2025,ES.c.0,high,short,2025-05-28 10:00:00+00:00,0.9778,1,2025-05-28 10:05:00+00:00,5925.5000,2025-05-28 10:12:00+00:00,5927.9643,stop,2.4643,5927.9643,5920.5714,-2.4643,-1.0000
v1_baseline,smt_pd_high_thesis,2025,NQ.c.0,high,short,2025-07-29 00:00:00+00:00,0.9712,1,2025-07-29 00:02:00+00:00,23519.2500,2025-07-29 00:03:00+00:00,23524.1607,stop,4.9107,23524.1607,23509.4286,-4.9107,-1.0000
v1_baseline,smt_pd_high_thesis,2025,ES.c.0,high,short,2025-07-31 00:00:00+00:00,0.9785,1,2025-07-31 00:04:00+00:00,6441.2500,2025-07-31 00:18:00+00:00,6442.8929,stop,1.6429,6442.8929,6437.9643,-1.6429,-1.0000
v1_baseline,smt_pd_high_thesis,2025,YM.c.0,high,short,2025-08-11 00:00:00+00:00,0.9787,1,2025-08-11 00:04:00+00:00,44322.0000,2025-08-11 00:07:00+00:00,44331.7143,stop,9.7143,44331.7143,44302.5714,-9.7143,-1.0000
v1_baseline,smt_pd_high_thesis,2025,ES.c.0,high,short,2025-10-22 03:00:00+00:00,0.9613,1,2025-10-22 03:02:00+00:00,6775.2500,2025-10-22 03:19:00+00:00,6771.8929,target,1.6786,6776.9286,6771.8929,3.3571,2.0000
v1_baseline,smt_pd_high_thesis,2025,NQ.c.0,high,short,2025-11-06 00:00:00+00:00,0.9699,1,2025-11-06 00:02:00+00:00,25759.0000,2025-11-06 00:13:00+00:00,25717.8571,target,20.5714,25779.5714,25717.8571,41.1429,2.0000
v1_baseline,smt_pd_high_thesis,2025,ES.c.0,high,short,2025-11-17 00:00:00+00:00,0.9669,1,2025-11-17 00:03:00+00:00,6767.0000,2025-11-17 00:32:00+00:00,6773.3214,stop,6.3214,6773.3214,6754.3571,-6.3214,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-01-05 23:00:00+00:00,0.9438,1,2020-01-05 23:02:00+00:00,3219.2500,2020-01-05 23:20:00+00:00,3221.5893,stop,2.3393,3221.5893,3214.5714,-2.3393,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-01-05 23:00:00+00:00,0.9438,1,2020-01-05 23:02:00+00:00,3219.2500,2020-01-05 23:20:00+00:00,3221.5893,stop,2.3393,3221.5893,3214.5714,-2.3393,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-01-26 23:00:00+00:00,0.9140,1,2020-01-26 23:02:00+00:00,9051.7500,2020-01-26 23:07:00+00:00,9033.1071,target,9.3214,9061.0714,9033.1071,18.6429,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-01-26 23:00:00+00:00,0.9406,1,2020-01-26 23:02:00+00:00,3265.7500,2020-01-26 23:07:00+00:00,3259.3214,target,3.2143,3268.9643,3259.3214,6.4286,2.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-01-26 23:00:00+00:00,0.9140,1,2020-01-26 23:02:00+00:00,9051.7500,2020-01-26 23:07:00+00:00,9033.1071,target,9.3214,9061.0714,9033.1071,18.6429,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-01-26 23:00:00+00:00,0.9406,1,2020-01-26 23:02:00+00:00,3265.7500,2020-01-26 23:07:00+00:00,3259.3214,target,3.2143,3268.9643,3259.3214,6.4286,2.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-02-02 23:00:00+00:00,0.9155,0,2020-02-02 23:04:00+00:00,9029.0000,2020-02-02 23:11:00+00:00,9003.5357,target,12.7321,9041.7321,9003.5357,25.4643,2.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-02-02 23:00:00+00:00,0.9155,0,2020-02-02 23:04:00+00:00,9029.0000,2020-02-02 23:11:00+00:00,9003.5357,target,12.7321,9041.7321,9003.5357,25.4643,2.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-02-17 23:00:00+00:00,0.8990,1,2020-02-17 23:02:00+00:00,9594.0000,2020-02-17 23:03:00+00:00,9596.3214,stop,2.3214,9596.3214,9589.3571,-2.3214,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.9183,1,2020-02-23 23:05:00+00:00,3305.5000,2020-02-23 23:09:00+00:00,3300.5000,target,2.5000,3308.0000,3300.5000,5.0000,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-02-23 23:00:00+00:00,0.9183,1,2020-02-23 23:05:00+00:00,3305.5000,2020-02-23 23:09:00+00:00,3300.5000,target,2.5000,3308.0000,3300.5000,5.0000,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-08 22:00:00+00:00,0.9128,1,2020-03-08 22:02:00+00:00,2872.2500,2020-03-08 22:03:00+00:00,2850.1429,target,11.0536,2883.3036,2850.1429,22.1071,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-08 22:00:00+00:00,0.9128,1,2020-03-08 22:02:00+00:00,2872.2500,2020-03-08 22:03:00+00:00,2850.1429,target,11.0536,2883.3036,2850.1429,22.1071,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-22 22:00:00+00:00,0.9073,1,2020-03-22 22:03:00+00:00,2180.0000,2020-03-22 23:02:00+00:00,2174.0000,time_exit,15.1607,2195.1607,2149.6786,6.0000,0.3958
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-22 22:00:00+00:00,0.9073,1,2020-03-22 22:03:00+00:00,2180.0000,2020-03-22 23:02:00+00:00,2174.0000,time_exit,15.1607,2195.1607,2149.6786,6.0000,0.3958
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-29 22:00:00+00:00,0.8941,1,2020-03-29 22:03:00+00:00,2467.7500,2020-03-29 22:04:00+00:00,2478.8929,stop,11.1429,2478.8929,2445.4643,-11.1429,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-29 22:00:00+00:00,0.8941,1,2020-03-29 22:03:00+00:00,2467.7500,2020-03-29 22:04:00+00:00,2478.8929,stop,11.1429,2478.8929,2445.4643,-11.1429,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-04-20 22:00:00+00:00,0.8948,0,2020-04-20 22:03:00+00:00,8720.5000,2020-04-20 22:31:00+00:00,8739.8750,stop,19.3750,8739.8750,8681.7500,-19.3750,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-04-23 22:00:00+00:00,0.8947,1,2020-04-23 22:05:00+00:00,8586.7500,2020-04-23 22:37:00+00:00,8554.7143,target,16.0179,8602.7679,8554.7143,32.0357,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-03 22:00:00+00:00,0.9295,1,2020-05-03 22:04:00+00:00,2792.7500,2020-05-03 22:28:00+00:00,2783.5357,target,4.6071,2797.3571,2783.5357,9.2143,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-03 22:00:00+00:00,0.9295,1,2020-05-03 22:04:00+00:00,2792.7500,2020-05-03 22:28:00+00:00,2783.5357,target,4.6071,2797.3571,2783.5357,9.2143,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-24 22:00:00+00:00,0.9017,1,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:17:00+00:00,2954.8571,stop,2.8571,2954.8571,2946.2857,-2.8571,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-24 22:00:00+00:00,0.9017,1,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:17:00+00:00,2954.8571,stop,2.8571,2954.8571,2946.2857,-2.8571,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-14 22:00:00+00:00,0.9250,1,2020-06-14 22:03:00+00:00,3003.0000,2020-06-14 22:08:00+00:00,2989.5000,target,6.7500,3009.7500,2989.5000,13.5000,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-14 22:00:00+00:00,0.9250,1,2020-06-14 22:03:00+00:00,3003.0000,2020-06-14 22:08:00+00:00,2989.5000,target,6.7500,3009.7500,2989.5000,13.5000,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-21 22:00:00+00:00,0.9133,1,2020-06-21 22:02:00+00:00,3040.0000,2020-06-21 22:03:00+00:00,3046.0714,stop,6.0714,3046.0714,3027.8571,-6.0714,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-21 22:00:00+00:00,0.9133,1,2020-06-21 22:02:00+00:00,3040.0000,2020-06-21 22:03:00+00:00,3046.0714,stop,6.0714,3046.0714,3027.8571,-6.0714,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-28 22:00:00+00:00,0.9442,1,2020-06-28 22:02:00+00:00,2986.5000,2020-06-28 22:16:00+00:00,2992.5714,stop,6.0714,2992.5714,2974.3571,-6.0714,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-28 22:00:00+00:00,0.9442,1,2020-06-28 22:02:00+00:00,2986.5000,2020-06-28 22:16:00+00:00,2992.5714,stop,6.0714,2992.5714,2974.3571,-6.0714,-1.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.8974,1,2020-10-25 22:03:00+00:00,11633.2500,2020-10-25 22:07:00+00:00,11610.5714,target,11.3393,11644.5893,11610.5714,22.6786,2.0000
v1_baseline,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.9340,1,2020-10-25 22:03:00+00:00,3442.7500,2020-10-25 22:07:00+00:00,3437.2500,target,2.7500,3445.5000,3437.2500,5.5000,2.0000
v1_baseline,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.8974,1,2020-10-25 22:03:00+00:00,11633.2500,2020-10-25 22:07:00+00:00,11610.5714,target,11.3393,11644.5893,11610.5714,22.6786,2.0000
