test_year,signal_name,fire_ts,symbol,anchor_side,p_test,y_true,direction_rule
2025,ogap_gap_up_rejection,2025-07-06 22:00:00+00:00,NQ.c.0,gap_up,0.9425,1,fixed_long
2025,ogap_gap_up_rejection,2025-07-06 22:00:00+00:00,ES.c.0,gap_up,0.9495,1,fixed_long
2025,ogap_gap_up_rejection,2025-07-06 22:00:00+00:00,YM.c.0,gap_up,0.9213,1,fixed_long
2025,ogap_gap_up_rejection,2025-07-27 22:00:00+00:00,NQ.c.0,gap_up,0.9343,1,fixed_long
2025,ogap_gap_up_rejection,2025-07-27 22:00:00+00:00,ES.c.0,gap_up,0.9242,1,fixed_long
2025,ogap_gap_up_rejection,2025-07-27 22:00:00+00:00,NQ.c.0,gap_up,0.9343,1,fixed_long
2025,ogap_gap_up_rejection,2025-07-27 22:00:00+00:00,ES.c.0,gap_up,0.9242,1,fixed_long
2025,ogap_gap_up_rejection,2025-08-31 22:00:00+00:00,NQ.c.0,gap_up,0.9172,1,fixed_long
2025,ogap_gap_up_rejection,2025-08-31 22:00:00+00:00,ES.c.0,gap_up,0.9111,1,fixed_long
2025,ogap_gap_up_rejection,2025-08-31 22:00:00+00:00,NQ.c.0,gap_up,0.9172,1,fixed_long
2025,ogap_gap_up_rejection,2025-08-31 22:00:00+00:00,ES.c.0,gap_up,0.9111,1,fixed_long
2025,ogap_gap_up_rejection,2025-09-21 22:00:00+00:00,NQ.c.0,gap_up,0.9386,1,fixed_long
2025,ogap_gap_up_rejection,2025-09-21 22:00:00+00:00,ES.c.0,gap_up,0.9463,1,fixed_long
2025,ogap_gap_up_rejection,2025-09-21 22:00:00+00:00,YM.c.0,gap_up,0.9141,1,fixed_long
2025,ogap_gap_up_rejection,2025-09-21 22:00:00+00:00,NQ.c.0,gap_up,0.9386,1,fixed_long
2025,ogap_gap_up_rejection,2025-09-21 22:00:00+00:00,ES.c.0,gap_up,0.9463,1,fixed_long
2025,ogap_gap_up_rejection,2025-09-21 22:00:00+00:00,YM.c.0,gap_up,0.9141,1,fixed_long
2025,ogap_gap_up_rejection,2025-10-12 22:00:00+00:00,ES.c.0,gap_up,0.9316,1,fixed_long
2025,ogap_gap_up_rejection,2025-10-12 22:00:00+00:00,ES.c.0,gap_up,0.9316,1,fixed_long
2025,ogap_gap_up_rejection,2025-10-26 22:00:00+00:00,NQ.c.0,gap_up,0.9266,1,fixed_long
2025,ogap_gap_up_rejection,2025-10-26 22:00:00+00:00,ES.c.0,gap_up,0.9455,1,fixed_long
2025,ogap_gap_up_rejection,2025-10-26 22:00:00+00:00,NQ.c.0,gap_up,0.9266,1,fixed_long
2025,ogap_gap_up_rejection,2025-10-26 22:00:00+00:00,ES.c.0,gap_up,0.9455,1,fixed_long
2025,ogap_gap_up_rejection,2025-11-09 23:00:00+00:00,NQ.c.0,gap_up,0.9235,1,fixed_long
2025,ogap_gap_up_rejection,2025-11-09 23:00:00+00:00,ES.c.0,gap_up,0.9455,1,fixed_long
2025,ogap_gap_up_rejection,2025-11-09 23:00:00+00:00,NQ.c.0,gap_up,0.9235,1,fixed_long
2025,ogap_gap_up_rejection,2025-11-09 23:00:00+00:00,ES.c.0,gap_up,0.9455,1,fixed_long
2025,ogap_gap_up_rejection,2025-12-07 23:00:00+00:00,NQ.c.0,gap_up,0.9226,1,fixed_long
2025,ogap_gap_up_rejection,2025-12-07 23:00:00+00:00,NQ.c.0,gap_up,0.9226,1,fixed_long
2025,ogap_gap_up_rejection,2025-12-21 23:00:00+00:00,ES.c.0,gap_up,0.9541,1,fixed_long
2025,ogap_gap_up_rejection,2025-12-21 23:00:00+00:00,ES.c.0,gap_up,0.9541,1,fixed_long
2020,ogap_strict_partial_touch,2020-01-05 23:00:00+00:00,NQ.c.0,gap_down,0.8499,1,side_aware
2020,ogap_strict_partial_touch,2020-01-05 23:00:00+00:00,ES.c.0,gap_down,0.8768,1,side_aware
2020,ogap_strict_partial_touch,2020-01-05 23:00:00+00:00,NQ.c.0,gap_down,0.8499,1,side_aware
2020,ogap_strict_partial_touch,2020-01-05 23:00:00+00:00,ES.c.0,gap_down,0.8768,1,side_aware
2020,ogap_strict_partial_touch,2020-01-26 23:00:00+00:00,NQ.c.0,gap_down,0.8968,1,side_aware
2020,ogap_strict_partial_touch,2020-01-26 23:00:00+00:00,ES.c.0,gap_down,0.9112,1,side_aware
2020,ogap_strict_partial_touch,2020-01-26 23:00:00+00:00,NQ.c.0,gap_down,0.8968,1,side_aware
2020,ogap_strict_partial_touch,2020-01-26 23:00:00+00:00,ES.c.0,gap_down,0.9112,1,side_aware
2020,ogap_strict_partial_touch,2020-02-17 23:00:00+00:00,NQ.c.0,gap_down,0.8692,1,side_aware
2020,ogap_strict_partial_touch,2020-02-17 23:00:00+00:00,ES.c.0,gap_down,0.8373,1,side_aware
2020,ogap_strict_partial_touch,2020-02-23 23:00:00+00:00,NQ.c.0,gap_down,0.8721,1,side_aware
2020,ogap_strict_partial_touch,2020-02-23 23:00:00+00:00,ES.c.0,gap_down,0.9029,1,side_aware
2020,ogap_strict_partial_touch,2020-02-23 23:00:00+00:00,NQ.c.0,gap_down,0.8721,1,side_aware
2020,ogap_strict_partial_touch,2020-02-23 23:00:00+00:00,ES.c.0,gap_down,0.9029,1,side_aware
2020,ogap_strict_partial_touch,2020-03-01 23:00:00+00:00,NQ.c.0,gap_up,0.8426,0,side_aware
2020,ogap_strict_partial_touch,2020-03-01 23:00:00+00:00,NQ.c.0,gap_up,0.8426,0,side_aware
2020,ogap_strict_partial_touch,2020-03-08 22:00:00+00:00,ES.c.0,gap_down,0.8671,1,side_aware
2020,ogap_strict_partial_touch,2020-03-08 22:00:00+00:00,ES.c.0,gap_down,0.8671,1,side_aware
2020,ogap_strict_partial_touch,2020-03-15 22:00:00+00:00,NQ.c.0,gap_up,0.8390,0,side_aware
2020,ogap_strict_partial_touch,2020-03-15 22:00:00+00:00,NQ.c.0,gap_up,0.8390,0,side_aware
2020,ogap_strict_partial_touch,2020-03-22 22:00:00+00:00,ES.c.0,gap_down,0.8848,1,side_aware
2020,ogap_strict_partial_touch,2020-03-22 22:00:00+00:00,ES.c.0,gap_down,0.8848,1,side_aware
2020,ogap_strict_partial_touch,2020-03-29 22:00:00+00:00,ES.c.0,gap_down,0.9128,1,side_aware
2020,ogap_strict_partial_touch,2020-03-29 22:00:00+00:00,ES.c.0,gap_down,0.9128,1,side_aware
2020,ogap_strict_partial_touch,2020-04-16 22:00:00+00:00,ES.c.0,gap_up,0.8352,1,side_aware
2020,ogap_strict_partial_touch,2020-04-19 22:00:00+00:00,YM.c.0,gap_down,0.8314,1,side_aware
2020,ogap_strict_partial_touch,2020-04-19 22:00:00+00:00,YM.c.0,gap_down,0.8314,1,side_aware
2020,ogap_strict_partial_touch,2020-05-03 22:00:00+00:00,ES.c.0,gap_down,0.9066,1,side_aware
2020,ogap_strict_partial_touch,2020-05-03 22:00:00+00:00,ES.c.0,gap_down,0.9066,1,side_aware
2020,ogap_strict_partial_touch,2020-05-10 22:00:00+00:00,NQ.c.0,gap_down,0.8656,1,side_aware
2020,ogap_strict_partial_touch,2020-05-10 22:00:00+00:00,NQ.c.0,gap_down,0.8656,1,side_aware
2020,ogap_strict_partial_touch,2020-05-24 22:00:00+00:00,NQ.c.0,gap_down,0.8433,0,side_aware
2020,ogap_strict_partial_touch,2020-05-24 22:00:00+00:00,ES.c.0,gap_down,0.8429,0,side_aware
2020,ogap_strict_partial_touch,2020-05-24 22:00:00+00:00,NQ.c.0,gap_down,0.8433,0,side_aware
2020,ogap_strict_partial_touch,2020-05-24 22:00:00+00:00,ES.c.0,gap_down,0.8429,0,side_aware
2020,ogap_strict_partial_touch,2020-05-31 22:00:00+00:00,NQ.c.0,gap_down,0.8608,1,side_aware
2020,ogap_strict_partial_touch,2020-05-31 22:00:00+00:00,ES.c.0,gap_down,0.9133,1,side_aware
2020,ogap_strict_partial_touch,2020-05-31 22:00:00+00:00,NQ.c.0,gap_down,0.8608,1,side_aware
2020,ogap_strict_partial_touch,2020-05-31 22:00:00+00:00,ES.c.0,gap_down,0.9133,1,side_aware
2020,ogap_strict_partial_touch,2020-06-14 22:00:00+00:00,NQ.c.0,gap_down,0.8733,1,side_aware
2020,ogap_strict_partial_touch,2020-06-14 22:00:00+00:00,ES.c.0,gap_down,0.8963,1,side_aware
2020,ogap_strict_partial_touch,2020-06-14 22:00:00+00:00,NQ.c.0,gap_down,0.8733,1,side_aware
2020,ogap_strict_partial_touch,2020-06-14 22:00:00+00:00,ES.c.0,gap_down,0.8963,1,side_aware
2020,ogap_strict_partial_touch,2020-06-21 22:00:00+00:00,NQ.c.0,gap_down,0.8519,1,side_aware
2020,ogap_strict_partial_touch,2020-06-21 22:00:00+00:00,ES.c.0,gap_down,0.9022,1,side_aware
2020,ogap_strict_partial_touch,2020-06-21 22:00:00+00:00,NQ.c.0,gap_down,0.8519,1,side_aware
2020,ogap_strict_partial_touch,2020-06-21 22:00:00+00:00,ES.c.0,gap_down,0.9022,1,side_aware
2020,ogap_strict_partial_touch,2020-06-28 22:00:00+00:00,ES.c.0,gap_down,0.8682,1,side_aware
2020,ogap_strict_partial_touch,2020-06-28 22:00:00+00:00,ES.c.0,gap_down,0.8682,1,side_aware
2020,ogap_strict_partial_touch,2020-07-05 22:00:00+00:00,NQ.c.0,gap_up,0.8588,1,side_aware
2020,ogap_strict_partial_touch,2020-07-05 22:00:00+00:00,NQ.c.0,gap_up,0.8588,1,side_aware
2020,ogap_strict_partial_touch,2020-07-26 22:00:00+00:00,NQ.c.0,gap_up,0.8389,0,side_aware
2020,ogap_strict_partial_touch,2020-07-26 22:00:00+00:00,NQ.c.0,gap_up,0.8389,0,side_aware
2020,ogap_strict_partial_touch,2020-08-23 22:00:00+00:00,NQ.c.0,gap_up,0.8311,1,side_aware
2020,ogap_strict_partial_touch,2020-08-23 22:00:00+00:00,NQ.c.0,gap_up,0.8311,1,side_aware
2020,ogap_strict_partial_touch,2020-08-30 22:00:00+00:00,YM.c.0,gap_up,0.8685,1,side_aware
2020,ogap_strict_partial_touch,2020-08-30 22:00:00+00:00,YM.c.0,gap_up,0.8685,1,side_aware
2020,ogap_strict_partial_touch,2020-09-13 22:00:00+00:00,ES.c.0,gap_up,0.8690,1,side_aware
2020,ogap_strict_partial_touch,2020-09-13 22:00:00+00:00,ES.c.0,gap_up,0.8690,1,side_aware
2020,ogap_strict_partial_touch,2020-09-20 22:00:00+00:00,NQ.c.0,gap_down,0.8448,1,side_aware
2020,ogap_strict_partial_touch,2020-09-20 22:00:00+00:00,ES.c.0,gap_down,0.9037,1,side_aware
2020,ogap_strict_partial_touch,2020-09-20 22:00:00+00:00,NQ.c.0,gap_down,0.8448,1,side_aware
2020,ogap_strict_partial_touch,2020-09-20 22:00:00+00:00,ES.c.0,gap_down,0.9037,1,side_aware
2020,ogap_strict_partial_touch,2020-10-04 22:00:00+00:00,NQ.c.0,gap_up,0.8834,1,side_aware
2020,ogap_strict_partial_touch,2020-10-04 22:00:00+00:00,ES.c.0,gap_up,0.8997,1,side_aware
2020,ogap_strict_partial_touch,2020-10-04 22:00:00+00:00,NQ.c.0,gap_up,0.8834,1,side_aware
2020,ogap_strict_partial_touch,2020-10-04 22:00:00+00:00,ES.c.0,gap_up,0.8997,1,side_aware
2020,ogap_strict_partial_touch,2020-10-18 22:00:00+00:00,YM.c.0,gap_up,0.8450,1,side_aware
2020,ogap_strict_partial_touch,2020-10-18 22:00:00+00:00,YM.c.0,gap_up,0.8450,1,side_aware
2020,ogap_strict_partial_touch,2020-10-25 22:00:00+00:00,NQ.c.0,gap_down,0.8422,1,side_aware
2020,ogap_strict_partial_touch,2020-10-25 22:00:00+00:00,NQ.c.0,gap_down,0.8422,1,side_aware
2020,ogap_strict_partial_touch,2020-11-01 23:00:00+00:00,ES.c.0,gap_down,0.8542,1,side_aware
2020,ogap_strict_partial_touch,2020-11-01 23:00:00+00:00,ES.c.0,gap_down,0.8542,1,side_aware
2020,ogap_strict_partial_touch,2020-11-08 23:00:00+00:00,NQ.c.0,gap_up,0.8607,1,side_aware
2020,ogap_strict_partial_touch,2020-11-08 23:00:00+00:00,ES.c.0,gap_up,0.8376,1,side_aware
2020,ogap_strict_partial_touch,2020-11-08 23:00:00+00:00,YM.c.0,gap_up,0.8509,1,side_aware
2020,ogap_strict_partial_touch,2020-11-08 23:00:00+00:00,NQ.c.0,gap_up,0.8607,1,side_aware
2020,ogap_strict_partial_touch,2020-11-08 23:00:00+00:00,ES.c.0,gap_up,0.8376,1,side_aware
2020,ogap_strict_partial_touch,2020-11-08 23:00:00+00:00,YM.c.0,gap_up,0.8509,1,side_aware
2020,ogap_strict_partial_touch,2020-12-13 23:00:00+00:00,NQ.c.0,gap_up,0.8627,1,side_aware
2020,ogap_strict_partial_touch,2020-12-13 23:00:00+00:00,ES.c.0,gap_up,0.8958,1,side_aware
2020,ogap_strict_partial_touch,2020-12-13 23:00:00+00:00,NQ.c.0,gap_up,0.8627,1,side_aware
2020,ogap_strict_partial_touch,2020-12-13 23:00:00+00:00,ES.c.0,gap_up,0.8958,1,side_aware
2020,ogap_strict_partial_touch,2020-12-20 23:00:00+00:00,NQ.c.0,gap_down,0.8801,1,side_aware
2020,ogap_strict_partial_touch,2020-12-20 23:00:00+00:00,ES.c.0,gap_down,0.8460,1,side_aware
2020,ogap_strict_partial_touch,2020-12-20 23:00:00+00:00,YM.c.0,gap_down,0.8277,1,side_aware
2020,ogap_strict_partial_touch,2020-12-20 23:00:00+00:00,NQ.c.0,gap_down,0.8801,1,side_aware
2020,ogap_strict_partial_touch,2020-12-20 23:00:00+00:00,ES.c.0,gap_down,0.8460,1,side_aware
2020,ogap_strict_partial_touch,2020-12-20 23:00:00+00:00,YM.c.0,gap_down,0.8277,1,side_aware
2021,ogap_strict_partial_touch,2021-01-10 23:00:00+00:00,NQ.c.0,gap_down,0.8957,1,side_aware
2021,ogap_strict_partial_touch,2021-01-10 23:00:00+00:00,ES.c.0,gap_down,0.8904,1,side_aware
2021,ogap_strict_partial_touch,2021-01-10 23:00:00+00:00,YM.c.0,gap_down,0.8539,0,side_aware
2021,ogap_strict_partial_touch,2021-01-10 23:00:00+00:00,NQ.c.0,gap_down,0.8957,1,side_aware
2021,ogap_strict_partial_touch,2021-01-10 23:00:00+00:00,ES.c.0,gap_down,0.8904,1,side_aware
2021,ogap_strict_partial_touch,2021-01-10 23:00:00+00:00,YM.c.0,gap_down,0.8539,0,side_aware
2021,ogap_strict_partial_touch,2021-01-24 23:00:00+00:00,ES.c.0,gap_up,0.8573,1,side_aware
2021,ogap_strict_partial_touch,2021-01-24 23:00:00+00:00,ES.c.0,gap_up,0.8573,1,side_aware
2021,ogap_strict_partial_touch,2021-02-07 23:00:00+00:00,NQ.c.0,gap_up,0.9131,1,side_aware
2021,ogap_strict_partial_touch,2021-02-07 23:00:00+00:00,YM.c.0,gap_up,0.9192,0,side_aware
2021,ogap_strict_partial_touch,2021-02-07 23:00:00+00:00,NQ.c.0,gap_up,0.9131,1,side_aware
2021,ogap_strict_partial_touch,2021-02-07 23:00:00+00:00,YM.c.0,gap_up,0.9192,0,side_aware
2021,ogap_strict_partial_touch,2021-02-28 23:00:00+00:00,NQ.c.0,gap_up,0.8712,1,side_aware
2021,ogap_strict_partial_touch,2021-02-28 23:00:00+00:00,YM.c.0,gap_up,0.8501,1,side_aware
2021,ogap_strict_partial_touch,2021-02-28 23:00:00+00:00,NQ.c.0,gap_up,0.8712,1,side_aware
2021,ogap_strict_partial_touch,2021-03-07 23:00:00+00:00,NQ.c.0,gap_up,0.8703,1,side_aware
2021,ogap_strict_partial_touch,2021-03-07 23:00:00+00:00,ES.c.0,gap_up,0.9120,1,side_aware
2021,ogap_strict_partial_touch,2021-03-07 23:00:00+00:00,YM.c.0,gap_up,0.9313,1,side_aware
2021,ogap_strict_partial_touch,2021-03-07 23:00:00+00:00,NQ.c.0,gap_up,0.8703,1,side_aware
2021,ogap_strict_partial_touch,2021-03-07 23:00:00+00:00,ES.c.0,gap_up,0.9120,1,side_aware
2021,ogap_strict_partial_touch,2021-03-07 23:00:00+00:00,YM.c.0,gap_up,0.9313,1,side_aware
2021,ogap_strict_partial_touch,2021-03-14 22:00:00+00:00,YM.c.0,gap_up,0.8543,1,side_aware
2021,ogap_strict_partial_touch,2021-03-14 22:00:00+00:00,YM.c.0,gap_up,0.8722,1,side_aware
2021,ogap_strict_partial_touch,2021-03-21 22:00:00+00:00,NQ.c.0,gap_up,0.9127,1,side_aware
2021,ogap_strict_partial_touch,2021-03-21 22:00:00+00:00,ES.c.0,gap_down,0.9574,1,side_aware
2021,ogap_strict_partial_touch,2021-03-21 22:00:00+00:00,YM.c.0,gap_down,0.9099,1,side_aware
2021,ogap_strict_partial_touch,2021-03-21 22:00:00+00:00,NQ.c.0,gap_up,0.9127,1,side_aware
2021,ogap_strict_partial_touch,2021-03-21 22:00:00+00:00,ES.c.0,gap_down,0.9574,1,side_aware
2021,ogap_strict_partial_touch,2021-03-21 22:00:00+00:00,YM.c.0,gap_down,0.9099,1,side_aware
2021,ogap_strict_partial_touch,2021-04-04 22:00:00+00:00,YM.c.0,gap_up,0.9055,0,side_aware
2021,ogap_strict_partial_touch,2021-04-04 22:00:00+00:00,YM.c.0,gap_up,0.9055,0,side_aware
2021,ogap_strict_partial_touch,2021-04-18 22:00:00+00:00,NQ.c.0,gap_down,0.9395,1,side_aware
2021,ogap_strict_partial_touch,2021-04-18 22:00:00+00:00,ES.c.0,gap_down,0.8970,1,side_aware
2021,ogap_strict_partial_touch,2021-04-18 22:00:00+00:00,YM.c.0,gap_down,0.8884,1,side_aware
2021,ogap_strict_partial_touch,2021-04-18 22:00:00+00:00,NQ.c.0,gap_down,0.9395,1,side_aware
2021,ogap_strict_partial_touch,2021-04-18 22:00:00+00:00,ES.c.0,gap_down,0.8970,1,side_aware
2021,ogap_strict_partial_touch,2021-04-18 22:00:00+00:00,YM.c.0,gap_down,0.8884,1,side_aware
2021,ogap_strict_partial_touch,2021-05-16 22:00:00+00:00,YM.c.0,gap_down,0.9146,0,side_aware
2021,ogap_strict_partial_touch,2021-05-16 22:00:00+00:00,YM.c.0,gap_down,0.9146,0,side_aware
2021,ogap_strict_partial_touch,2021-05-23 22:00:00+00:00,NQ.c.0,gap_down,0.8630,1,side_aware
2021,ogap_strict_partial_touch,2021-05-23 22:00:00+00:00,ES.c.0,gap_down,0.8856,1,side_aware
2021,ogap_strict_partial_touch,2021-05-23 22:00:00+00:00,YM.c.0,gap_down,0.8893,1,side_aware
2021,ogap_strict_partial_touch,2021-05-23 22:00:00+00:00,NQ.c.0,gap_down,0.8630,1,side_aware
2021,ogap_strict_partial_touch,2021-05-23 22:00:00+00:00,ES.c.0,gap_down,0.8856,1,side_aware
2021,ogap_strict_partial_touch,2021-05-23 22:00:00+00:00,YM.c.0,gap_down,0.8893,1,side_aware
2021,ogap_strict_partial_touch,2021-06-20 22:00:00+00:00,NQ.c.0,gap_down,0.9312,1,side_aware
2021,ogap_strict_partial_touch,2021-06-20 22:00:00+00:00,ES.c.0,gap_down,0.9771,1,side_aware
2021,ogap_strict_partial_touch,2021-06-20 22:00:00+00:00,YM.c.0,gap_down,0.8882,1,side_aware
2021,ogap_strict_partial_touch,2021-06-20 22:00:00+00:00,NQ.c.0,gap_down,0.9312,1,side_aware
2021,ogap_strict_partial_touch,2021-06-20 22:00:00+00:00,ES.c.0,gap_down,0.9771,1,side_aware
2021,ogap_strict_partial_touch,2021-06-20 22:00:00+00:00,YM.c.0,gap_down,0.8882,1,side_aware
2021,ogap_strict_partial_touch,2021-06-27 22:00:00+00:00,NQ.c.0,gap_up,0.8883,1,side_aware
2021,ogap_strict_partial_touch,2021-06-27 22:00:00+00:00,NQ.c.0,gap_up,0.8883,1,side_aware
2021,ogap_strict_partial_touch,2021-08-22 22:00:00+00:00,YM.c.0,gap_down,0.8746,0,side_aware
2021,ogap_strict_partial_touch,2021-08-22 22:00:00+00:00,YM.c.0,gap_down,0.8746,0,side_aware
2021,ogap_strict_partial_touch,2021-09-19 22:00:00+00:00,NQ.c.0,gap_down,0.9383,1,side_aware
2021,ogap_strict_partial_touch,2021-09-19 22:00:00+00:00,ES.c.0,gap_down,0.9604,1,side_aware
2021,ogap_strict_partial_touch,2021-09-19 22:00:00+00:00,YM.c.0,gap_down,0.8926,1,side_aware
2021,ogap_strict_partial_touch,2021-09-19 22:00:00+00:00,NQ.c.0,gap_down,0.9383,1,side_aware
2021,ogap_strict_partial_touch,2021-09-19 22:00:00+00:00,ES.c.0,gap_down,0.9604,1,side_aware
2021,ogap_strict_partial_touch,2021-09-19 22:00:00+00:00,YM.c.0,gap_down,0.8926,1,side_aware
2021,ogap_strict_partial_touch,2021-10-31 22:00:00+00:00,NQ.c.0,gap_up,0.8821,1,side_aware
2021,ogap_strict_partial_touch,2021-10-31 22:00:00+00:00,ES.c.0,gap_up,0.8968,1,side_aware
2021,ogap_strict_partial_touch,2021-10-31 22:00:00+00:00,YM.c.0,gap_up,0.9251,1,side_aware
2021,ogap_strict_partial_touch,2021-10-31 22:00:00+00:00,NQ.c.0,gap_up,0.8821,1,side_aware
2021,ogap_strict_partial_touch,2021-10-31 22:00:00+00:00,ES.c.0,gap_up,0.8968,1,side_aware
2021,ogap_strict_partial_touch,2021-10-31 22:00:00+00:00,YM.c.0,gap_up,0.9251,1,side_aware
2021,ogap_strict_partial_touch,2021-11-07 23:00:00+00:00,NQ.c.0,gap_down,0.9323,1,side_aware
2021,ogap_strict_partial_touch,2021-11-07 23:00:00+00:00,ES.c.0,gap_down,0.8814,0,side_aware
2021,ogap_strict_partial_touch,2021-11-07 23:00:00+00:00,YM.c.0,gap_down,0.8833,0,side_aware
2021,ogap_strict_partial_touch,2021-11-07 23:00:00+00:00,NQ.c.0,gap_down,0.9323,1,side_aware
2021,ogap_strict_partial_touch,2021-11-07 23:00:00+00:00,ES.c.0,gap_down,0.8814,0,side_aware
2021,ogap_strict_partial_touch,2021-11-07 23:00:00+00:00,YM.c.0,gap_down,0.8833,0,side_aware
2021,ogap_strict_partial_touch,2021-11-14 23:00:00+00:00,YM.c.0,gap_up,0.9040,1,side_aware
2021,ogap_strict_partial_touch,2021-11-14 23:00:00+00:00,YM.c.0,gap_up,0.9040,1,side_aware
2021,ogap_strict_partial_touch,2021-11-28 23:00:00+00:00,ES.c.0,gap_up,0.8541,1,side_aware
2021,ogap_strict_partial_touch,2021-11-28 23:00:00+00:00,ES.c.0,gap_up,0.8541,1,side_aware
2021,ogap_strict_partial_touch,2021-12-19 23:00:00+00:00,NQ.c.0,gap_up,0.9444,0,side_aware
2021,ogap_strict_partial_touch,2021-12-19 23:00:00+00:00,ES.c.0,gap_down,0.9649,1,side_aware
2021,ogap_strict_partial_touch,2021-12-19 23:00:00+00:00,YM.c.0,gap_down,0.8784,1,side_aware
2021,ogap_strict_partial_touch,2021-12-19 23:00:00+00:00,NQ.c.0,gap_up,0.9444,0,side_aware
2021,ogap_strict_partial_touch,2021-12-19 23:00:00+00:00,ES.c.0,gap_down,0.9649,1,side_aware
2021,ogap_strict_partial_touch,2021-12-19 23:00:00+00:00,YM.c.0,gap_down,0.8784,1,side_aware
2022,ogap_strict_partial_touch,2022-01-02 23:00:00+00:00,NQ.c.0,gap_up,0.7894,1,side_aware
2022,ogap_strict_partial_touch,2022-01-02 23:00:00+00:00,ES.c.0,gap_up,0.7968,1,side_aware
2022,ogap_strict_partial_touch,2022-01-02 23:00:00+00:00,ES.c.0,gap_up,0.7968,1,side_aware
2022,ogap_strict_partial_touch,2022-02-06 23:00:00+00:00,ES.c.0,gap_up,0.8214,1,side_aware
2022,ogap_strict_partial_touch,2022-02-06 23:00:00+00:00,YM.c.0,gap_up,0.8240,1,side_aware
2022,ogap_strict_partial_touch,2022-02-06 23:00:00+00:00,ES.c.0,gap_up,0.8214,1,side_aware
2022,ogap_strict_partial_touch,2022-02-06 23:00:00+00:00,YM.c.0,gap_up,0.8240,1,side_aware
2022,ogap_strict_partial_touch,2022-02-20 23:00:00+00:00,ES.c.0,gap_down,0.8838,1,side_aware
2022,ogap_strict_partial_touch,2022-02-20 23:00:00+00:00,ES.c.0,gap_down,0.8838,1,side_aware
2022,ogap_strict_partial_touch,2022-02-21 23:00:00+00:00,ES.c.0,gap_down,0.8082,1,side_aware
2022,ogap_strict_partial_touch,2022-02-27 23:00:00+00:00,NQ.c.0,gap_down,0.8535,1,side_aware
2022,ogap_strict_partial_touch,2022-02-27 23:00:00+00:00,ES.c.0,gap_down,0.9036,1,side_aware
2022,ogap_strict_partial_touch,2022-02-27 23:00:00+00:00,NQ.c.0,gap_down,0.8535,1,side_aware
2022,ogap_strict_partial_touch,2022-02-27 23:00:00+00:00,ES.c.0,gap_down,0.9036,1,side_aware
2022,ogap_strict_partial_touch,2022-03-06 23:00:00+00:00,ES.c.0,gap_down,0.8598,1,side_aware
2022,ogap_strict_partial_touch,2022-03-06 23:00:00+00:00,ES.c.0,gap_down,0.8598,1,side_aware
2022,ogap_strict_partial_touch,2022-03-20 22:00:00+00:00,NQ.c.0,gap_up,0.8524,1,side_aware
2022,ogap_strict_partial_touch,2022-03-20 22:00:00+00:00,ES.c.0,gap_up,0.8960,1,side_aware
2022,ogap_strict_partial_touch,2022-03-20 22:00:00+00:00,YM.c.0,gap_up,0.8417,1,side_aware
2022,ogap_strict_partial_touch,2022-03-20 22:00:00+00:00,NQ.c.0,gap_up,0.8524,1,side_aware
2022,ogap_strict_partial_touch,2022-03-20 22:00:00+00:00,ES.c.0,gap_up,0.8960,1,side_aware
2022,ogap_strict_partial_touch,2022-03-20 22:00:00+00:00,YM.c.0,gap_up,0.8417,1,side_aware
2022,ogap_strict_partial_touch,2022-05-08 22:00:00+00:00,ES.c.0,gap_down,0.8886,1,side_aware
2022,ogap_strict_partial_touch,2022-05-08 22:00:00+00:00,ES.c.0,gap_down,0.8886,1,side_aware
2022,ogap_strict_partial_touch,2022-05-15 22:00:00+00:00,ES.c.0,gap_up,0.7909,1,side_aware
2022,ogap_strict_partial_touch,2022-05-15 22:00:00+00:00,ES.c.0,gap_up,0.7909,1,side_aware
2022,ogap_strict_partial_touch,2022-05-23 22:00:00+00:00,ES.c.0,gap_down,0.8329,1,side_aware
2022,ogap_strict_partial_touch,2022-06-12 22:00:00+00:00,NQ.c.0,gap_down,0.8528,1,side_aware
2022,ogap_strict_partial_touch,2022-06-12 22:00:00+00:00,ES.c.0,gap_down,0.8888,1,side_aware
2022,ogap_strict_partial_touch,2022-06-12 22:00:00+00:00,NQ.c.0,gap_down,0.8528,1,side_aware
2022,ogap_strict_partial_touch,2022-06-12 22:00:00+00:00,ES.c.0,gap_down,0.8888,1,side_aware
2022,ogap_strict_partial_touch,2022-06-19 22:00:00+00:00,NQ.c.0,gap_up,0.8235,1,side_aware
2022,ogap_strict_partial_touch,2022-06-19 22:00:00+00:00,ES.c.0,gap_up,0.8952,1,side_aware
2022,ogap_strict_partial_touch,2022-06-19 22:00:00+00:00,YM.c.0,gap_up,0.8405,1,side_aware
2022,ogap_strict_partial_touch,2022-06-19 22:00:00+00:00,NQ.c.0,gap_up,0.8235,1,side_aware
2022,ogap_strict_partial_touch,2022-06-19 22:00:00+00:00,ES.c.0,gap_up,0.8952,1,side_aware
2022,ogap_strict_partial_touch,2022-06-19 22:00:00+00:00,YM.c.0,gap_up,0.8405,1,side_aware
2022,ogap_strict_partial_touch,2022-07-17 22:00:00+00:00,ES.c.0,gap_up,0.8627,1,side_aware
2022,ogap_strict_partial_touch,2022-07-17 22:00:00+00:00,YM.c.0,gap_up,0.7939,0,side_aware
