signal,test_year,symbol,anchor_side,direction,fire_ts,p_test,label_y_true,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-22 22:00:00+00:00,0.9073,1,2020-03-22 22:03:00+00:00,2180.0000,2020-03-22 23:02:00+00:00,2174.0000,time_exit,15.1607,2195.1607,2149.6786,6.0000,0.3958
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-22 22:00:00+00:00,0.9073,1,2020-03-22 22:03:00+00:00,2180.0000,2020-03-22 23:02:00+00:00,2174.0000,time_exit,15.1607,2195.1607,2149.6786,6.0000,0.3958
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-29 22:00:00+00:00,0.8941,1,2020-03-29 22:03:00+00:00,2467.7500,2020-03-29 22:04:00+00:00,2478.8929,stop,11.1429,2478.8929,2445.4643,-11.1429,-1.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-29 22:00:00+00:00,0.8941,1,2020-03-29 22:03:00+00:00,2467.7500,2020-03-29 22:04:00+00:00,2478.8929,stop,11.1429,2478.8929,2445.4643,-11.1429,-1.0000
ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-04-20 22:00:00+00:00,0.8948,0,2020-04-20 22:03:00+00:00,8720.5000,2020-04-20 22:31:00+00:00,8739.8750,stop,19.3750,8739.8750,8681.7500,-19.3750,-1.0000
ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-04-23 22:00:00+00:00,0.8947,1,2020-04-23 22:05:00+00:00,8586.7500,2020-04-23 22:37:00+00:00,8554.7143,target,16.0179,8602.7679,8554.7143,32.0357,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-03 22:00:00+00:00,0.9295,1,2020-05-03 22:04:00+00:00,2792.7500,2020-05-03 22:28:00+00:00,2783.5357,target,4.6071,2797.3571,2783.5357,9.2143,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-03 22:00:00+00:00,0.9295,1,2020-05-03 22:04:00+00:00,2792.7500,2020-05-03 22:28:00+00:00,2783.5357,target,4.6071,2797.3571,2783.5357,9.2143,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-24 22:00:00+00:00,0.9017,1,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:17:00+00:00,2954.8571,stop,2.8571,2954.8571,2946.2857,-2.8571,-1.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-24 22:00:00+00:00,0.9017,1,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:17:00+00:00,2954.8571,stop,2.8571,2954.8571,2946.2857,-2.8571,-1.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-14 22:00:00+00:00,0.9250,1,2020-06-14 22:03:00+00:00,3003.0000,2020-06-14 22:08:00+00:00,2989.5000,target,6.7500,3009.7500,2989.5000,13.5000,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-14 22:00:00+00:00,0.9250,1,2020-06-14 22:03:00+00:00,3003.0000,2020-06-14 22:08:00+00:00,2989.5000,target,6.7500,3009.7500,2989.5000,13.5000,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-21 22:00:00+00:00,0.9133,1,2020-06-21 22:02:00+00:00,3040.0000,2020-06-21 22:03:00+00:00,3046.0714,stop,6.0714,3046.0714,3027.8571,-6.0714,-1.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-21 22:00:00+00:00,0.9133,1,2020-06-21 22:02:00+00:00,3040.0000,2020-06-21 22:03:00+00:00,3046.0714,stop,6.0714,3046.0714,3027.8571,-6.0714,-1.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-28 22:00:00+00:00,0.9442,1,2020-06-28 22:02:00+00:00,2986.5000,2020-06-28 22:16:00+00:00,2992.5714,stop,6.0714,2992.5714,2974.3571,-6.0714,-1.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-28 22:00:00+00:00,0.9442,1,2020-06-28 22:02:00+00:00,2986.5000,2020-06-28 22:16:00+00:00,2992.5714,stop,6.0714,2992.5714,2974.3571,-6.0714,-1.0000
ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.8974,1,2020-10-25 22:03:00+00:00,11633.2500,2020-10-25 22:07:00+00:00,11610.5714,target,11.3393,11644.5893,11610.5714,22.6786,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.9340,1,2020-10-25 22:03:00+00:00,3442.7500,2020-10-25 22:07:00+00:00,3437.2500,target,2.7500,3445.5000,3437.2500,5.5000,2.0000
ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.8974,1,2020-10-25 22:03:00+00:00,11633.2500,2020-10-25 22:07:00+00:00,11610.5714,target,11.3393,11644.5893,11610.5714,22.6786,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.9340,1,2020-10-25 22:03:00+00:00,3442.7500,2020-10-25 22:07:00+00:00,3437.2500,target,2.7500,3445.5000,3437.2500,5.5000,2.0000
ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-11-01 23:00:00+00:00,0.8980,1,2020-11-01 23:05:00+00:00,11059.7500,2020-11-01 23:39:00+00:00,11006.7500,target,26.5000,11086.2500,11006.7500,53.0000,2.0000
ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-11-01 23:00:00+00:00,0.9505,1,2020-11-01 23:05:00+00:00,3269.2500,2020-11-01 23:39:00+00:00,3251.8214,target,8.7143,3277.9643,3251.8214,17.4286,2.0000
