feature,symbol,asset_class,count,n_years,per_year,n_with_outcomes,pct_thesis_up,hour_mode_utc,fwd10_mfe_pts_mean,fwd10_mae_pts_mean,fwd10_ratio_mfe_mae,fwd10_last_close_thesis_mean,fwd10_last_close_thesis_hitrate,fwd50_mfe_pts_mean,fwd50_mae_pts_mean,fwd50_ratio_mfe_mae,fwd50_last_close_thesis_mean,fwd50_last_close_thesis_hitrate
volume_profile,6E.c.0,fx,8227,9,914.1,7792,0.0,22,,,,,,,,,,
volume_profile,6J.c.0,fx,7422,9,824.7,7043,0.0,22,,,,,,,,,,
volume_profile,6N.c.0,fx,8630,9,958.9,8185,0.0,22,,,,,,,,,,
volume_profile,6S.c.0,fx,8637,9,959.7,8190,0.0,22,,,,,,,,,,
volume_profile,BZ.c.0,energy,8617,9,957.4,8167,0.0,22,,,,,,,,,,
volume_profile,CL.c.0,energy,8657,9,961.9,8217,0.0,22,,,,,,,,,,
volume_profile,ES.c.0,index,8634,9,959.3,8201,0.0,22,,,,,,,,,,
volume_profile,HO.c.0,energy,8589,9,954.3,8136,0.0,22,,,,,,,,,,
volume_profile,NG.c.0,energy,8657,9,961.9,8212,0.0,22,,,,,,,,,,
volume_profile,NQ.c.0,index,8634,9,959.3,8199,0.0,22,,,,,,,,,,
volume_profile,RB.c.0,energy,8586,9,954.0,8135,0.0,22,,,,,,,,,,
volume_profile,RTY.c.0,index,8634,9,959.3,8198,0.0,22,,,,,,,,,,
volume_profile,YM.c.0,index,8630,9,958.9,8190,0.0,22,,,,,,,,,,
volume_profile,ZB.c.0,bond,8170,9,907.8,7738,0.0,22,,,,,,,,,,
volume_profile,ZC.c.0,grain,7892,9,876.9,7382,0.0,22,,,,,,,,,,
volume_profile,ZF.c.0,bond,7339,9,815.4,6952,0.0,22,,,,,,,,,,
volume_profile,ZN.c.0,bond,8408,9,934.2,7968,0.0,22,,,,,,,,,,
volume_profile,ZS.c.0,grain,7444,9,827.1,6948,0.0,22,,,,,,,,,,
volume_profile,ZT.c.0,bond,7107,9,789.7,6722,0.0,22,,,,,,,,,,
volume_profile,ZW.c.0,grain,7244,9,804.9,6772,0.0,22,,,,,,,,,,
forming_volume_profile,6A.c.0,fx,43052,9,4783.6,39506,0.0,18,,,,,,,,,,
forming_volume_profile,6B.c.0,fx,40090,9,4454.4,37291,0.0,18,,,,,,,,,,
forming_volume_profile,6C.c.0,fx,29483,9,3275.9,26944,0.0,18,,,,,,,,,,
forming_volume_profile,6E.c.0,fx,47957,9,5328.6,46216,0.0,18,,,,,,,,,,
forming_volume_profile,6J.c.0,fx,45036,9,5004.0,42185,0.0,18,,,,,,,,,,
forming_volume_profile,6N.c.0,fx,55540,9,6171.1,55044,0.0,14,,,,,,,,,,
forming_volume_profile,6S.c.0,fx,55550,9,6172.2,55102,0.0,10,,,,,,,,,,
forming_volume_profile,BZ.c.0,energy,54240,9,6026.7,53751,0.0,14,,,,,,,,,,
forming_volume_profile,CL.c.0,energy,55386,9,6154.0,54964,0.0,6,,,,,,,,,,
forming_volume_profile,ES.c.0,index,55726,9,6191.8,55048,0.0,2,,,,,,,,,,
forming_volume_profile,HO.c.0,energy,54259,9,6028.8,53844,0.0,18,,,,,,,,,,
forming_volume_profile,NG.c.0,energy,55465,9,6162.8,55049,0.0,6,,,,,,,,,,
forming_volume_profile,NQ.c.0,index,55726,9,6191.8,55048,0.0,2,,,,,,,,,,
forming_volume_profile,RB.c.0,energy,54151,9,6016.8,53736,0.0,18,,,,,,,,,,
forming_volume_profile,RTY.c.0,index,55715,9,6190.6,55038,0.0,2,,,,,,,,,,
forming_volume_profile,YM.c.0,index,55699,9,6188.8,55028,0.0,2,,,,,,,,,,
forming_volume_profile,ZB.c.0,bond,50469,9,5607.7,49756,0.0,18,,,,,,,,,,
forming_volume_profile,ZC.c.0,grain,45805,9,5089.4,41627,0.0,18,,,,,,,,,,
forming_volume_profile,ZF.c.0,bond,44508,9,4945.3,43605,0.0,18,,,,,,,,,,
forming_volume_profile,ZN.c.0,bond,52185,9,5798.3,51538,0.0,18,,,,,,,,,,
forming_volume_profile,ZS.c.0,grain,42328,9,4703.1,38036,0.0,18,,,,,,,,,,
forming_volume_profile,ZT.c.0,bond,42695,9,4743.9,41834,0.0,18,,,,,,,,,,
forming_volume_profile,ZW.c.0,grain,41803,9,4644.8,37792,0.0,18,,,,,,,,,,
time_profile,6A.c.0,fx,4623,9,513.7,4598,0.498,22,,,,,,,,,,
time_profile,6B.c.0,fx,4631,9,514.6,4610,0.484,22,,,,,,,,,,
time_profile,6C.c.0,fx,4553,9,505.9,4516,0.479,22,,,,,,,,,,
time_profile,6E.c.0,fx,4641,9,515.7,4620,0.482,22,,,,,,,,,,
time_profile,6J.c.0,fx,4637,9,515.2,4612,0.451,22,,,,,,,,,,
time_profile,6N.c.0,fx,4641,9,515.7,4620,0.503,22,,,,,,,,,,
time_profile,6S.c.0,fx,4641,9,515.7,4620,0.475,22,,,,,,,,,,
time_profile,BZ.c.0,energy,4633,9,514.8,4604,0.532,22,,,,,,,,,,
time_profile,CL.c.0,energy,4633,9,514.8,4604,0.521,22,,,,,,,,,,
time_profile,ES.c.0,index,4641,9,515.7,4624,0.554,22,,,,,,,,,,
time_profile,HO.c.0,energy,4631,9,514.6,4602,0.516,22,,,,,,,,,,
time_profile,NG.c.0,energy,4633,9,514.8,4604,0.49,22,,,,,,,,,,
time_profile,NQ.c.0,index,4641,9,515.7,4624,0.555,22,,,,,,,,,,
time_profile,RB.c.0,energy,4633,9,514.8,4604,0.532,22,,,,,,,,,,
time_profile,RTY.c.0,index,4641,9,515.7,4624,0.519,22,,,,,,,,,,
time_profile,YM.c.0,index,4639,9,515.4,4620,0.539,22,,,,,,,,,,
time_profile,ZB.c.0,bond,4635,9,515.0,4612,0.497,22,,,,,,,,,,
time_profile,ZC.c.0,grain,4525,9,502.8,4492,0.502,22,,,,,,,,,,
time_profile,ZF.c.0,bond,4551,9,505.7,4508,0.472,22,,,,,,,,,,
time_profile,ZN.c.0,bond,4635,9,515.0,4612,0.48,22,,,,,,,,,,
time_profile,ZS.c.0,grain,4499,9,499.9,4452,0.497,22,,,,,,,,,,
time_profile,ZT.c.0,bond,4479,9,497.7,4422,0.46,22,,,,,,,,,,
time_profile,ZW.c.0,grain,4403,9,489.2,4320,0.461,22,,,,,,,,,,
psp_candle_divergence,6A.c.0,fx,1642,9,182.4,1620,0.0,0,,,,,,,,,,
psp_candle_divergence,6B.c.0,fx,5124,9,569.3,5085,0.0,0,,,,,,,,,,
psp_candle_divergence,6C.c.0,fx,3909,9,434.3,3868,0.0,0,,,,,,,,,,
psp_candle_divergence,6E.c.0,fx,2943,9,327.0,2910,0.0,0,,,,,,,,,,
psp_candle_divergence,6N.c.0,fx,2112,9,234.7,2082,0.0,0,,,,,,,,,,
psp_candle_divergence,6S.c.0,fx,4626,9,514.0,4601,0.0,0,,,,,,,,,,
psp_candle_divergence,BZ.c.0,energy,3632,9,403.6,3594,0.0,0,,,,,,,,,,
psp_candle_divergence,CL.c.0,energy,2729,9,303.2,2699,0.0,0,,,,,,,,,,
psp_candle_divergence,ES.c.0,index,2544,9,282.7,2524,0.0,0,,,,,,,,,,
psp_candle_divergence,HO.c.0,energy,6169,9,685.4,6117,0.0,0,,,,,,,,,,
psp_candle_divergence,NQ.c.0,index,5087,9,565.2,5047,0.0,0,,,,,,,,,,
psp_candle_divergence,RB.c.0,energy,4664,9,518.2,4631,0.0,0,,,,,,,,,,
psp_candle_divergence,RTY.c.0,index,6093,9,677.0,6035,0.0,16,,,,,,,,,,
psp_candle_divergence,YM.c.0,index,3161,9,351.2,3142,0.0,0,,,,,,,,,,
psp_candle_divergence,ZB.c.0,bond,2469,9,274.3,2453,0.0,0,,,,,,,,,,
psp_candle_divergence,ZC.c.0,grain,3060,9,340.0,3014,0.0,0,,,,,,,,,,
psp_candle_divergence,ZF.c.0,bond,690,9,76.7,677,0.0,0,,,,,,,,,,
psp_candle_divergence,ZN.c.0,bond,184,9,20.4,183,0.0,0,,,,,,,,,,
psp_candle_divergence,ZS.c.0,grain,5138,9,570.9,5084,0.0,0,,,,,,,,,,
psp_candle_divergence,ZT.c.0,bond,2210,9,245.6,2199,0.0,0,,,,,,,,,,
psp_candle_divergence,ZW.c.0,grain,5092,9,565.8,5027,0.0,0,,,,,,,,,,
smt_htf_reference_divergence,6A.c.0,fx,678,9,75.3,678,0.471,0,,,,,,,,,,
smt_htf_reference_divergence,6B.c.0,fx,715,9,79.4,715,0.485,0,,,,,,,,,,
smt_htf_reference_divergence,6C.c.0,fx,452,9,50.2,452,0.476,0,,,,,,,,,,
smt_htf_reference_divergence,6E.c.0,fx,575,9,63.9,575,0.471,0,,,,,,,,,,
smt_htf_reference_divergence,6N.c.0,fx,350,9,38.9,350,0.543,0,,,,,,,,,,
smt_htf_reference_divergence,6S.c.0,fx,456,9,50.7,456,0.504,0,,,,,,,,,,
smt_htf_reference_divergence,BZ.c.0,energy,1310,9,145.6,1310,0.455,0,,,,,,,,,,
smt_htf_reference_divergence,CL.c.0,energy,352,9,39.1,352,0.509,0,,,,,,,,,,
smt_htf_reference_divergence,ES.c.0,index,989,9,109.9,989,0.425,0,,,,,,,,,,
smt_htf_reference_divergence,HO.c.0,energy,550,9,61.1,550,0.5,0,,,,,,,,,,
smt_htf_reference_divergence,NQ.c.0,index,595,9,66.1,595,0.454,0,,,,,,,,,,
smt_htf_reference_divergence,RB.c.0,energy,343,9,38.1,343,0.455,0,,,,,,,,,,
smt_htf_reference_divergence,RTY.c.0,index,589,9,65.4,589,0.55,0,,,,,,,,,,
smt_htf_reference_divergence,YM.c.0,index,382,9,42.4,382,0.476,0,,,,,,,,,,
smt_htf_reference_divergence,ZB.c.0,bond,1048,9,116.4,1048,0.49,0,,,,,,,,,,
smt_htf_reference_divergence,ZC.c.0,grain,222,9,24.7,222,0.45,0,,,,,,,,,,
smt_htf_reference_divergence,ZF.c.0,bond,504,9,56.0,504,0.522,0,,,,,,,,,,
smt_htf_reference_divergence,ZN.c.0,bond,122,9,13.6,122,0.426,0,,,,,,,,,,
smt_htf_reference_divergence,ZS.c.0,grain,183,9,20.3,183,0.536,0,,,,,,,,,,
smt_htf_reference_divergence,ZT.c.0,bond,333,9,37.0,333,0.538,0,,,,,,,,,,
smt_htf_reference_divergence,ZW.c.0,grain,141,9,15.7,141,0.553,0,,,,,,,,,,
