matrix,snapshot,side,label,n_filtered,n_folds_ok,gpu_mean_auc,gpu_min_auc,gpu_top_lift,gpu_base_rate,cpu_mean_auc,cpu_min_auc,cpu_top_lift,cpu_base_rate,delta_mean_auc,delta_top_lift,status,elapsed_s
opening_gap_snapshots_xctx_gapctx_obgeom_liqgeom_regime,at_fire,all,label.next_1d.range_expanded_2x_gap,9438,3,0.9613484388792326,0.9343039951634844,0.03550853111888578,0.9644914688811141,0.988075877890896,0.9776593394454877,0.02743295866600388,0.9725670413339961,-0.026727439011663412,0.008075572452881898,ok,13.4
opening_gap_snapshots_xctx_gapctx_obgeom_liqgeom_regime,at_fire,gap_up,label.next_240m.range_expanded_1x_gap,4565,2,0.9738541559461457,0.9549319727891157,0.08164825828377231,0.9183517417162277,0.9791429600942386,0.9579504316346422,0.060644841420821466,0.9393551585791784,-0.005288804148092963,0.021003416862950847,ok,6.4
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,high,label.n1_primary_took_period_n_high,1201,6,0.9672787891598175,0.9561170212765957,0.4208371392139057,0.5791628607860942,0.9747873993443781,0.9658385093167702,0.4208371392139057,0.5791628607860942,-0.007508610184560616,0.0,ok,25.2
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,high,label.n1_close_moved_with_thesis,1201,6,0.9687563175312982,0.9436619718309859,0.5782152949330069,0.4089641922464802,0.9704341011833781,0.9530516431924883,0.5782152949330069,0.4089641922464802,-0.0016777836520799339,0.0,ok,22.7
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,high,label.n1_thesis_confirmed_strict,1201,6,0.9606697894321052,0.9391824526420738,0.5912575917829033,0.40874240821709673,0.966808939688086,0.9551382368283777,0.5912575917829033,0.40874240821709673,-0.006139150255980774,0.0,ok,23.6
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,high,label.n1_primary_took_period_n_low,1201,6,0.9606697894321052,0.9391824526420738,0.5912575917829033,0.40874240821709673,0.966808939688086,0.9551382368283777,0.5912575917829033,0.40874240821709673,-0.006139150255980774,0.0,ok,23.4
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,low,label.n1_primary_took_period_n_low,1137,6,0.9575436425360805,0.9228104898565067,0.5277092128627711,0.472290787137229,0.9638985734390473,0.9307273626917368,0.5277092128627711,0.472290787137229,-0.006354930902966793,0.0,ok,24.1
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,all,label.n1_primary_took_period_n_high,2338,6,0.9580680354054723,0.9540165165165165,0.462356458652095,0.537643541347905,0.9637351930376692,0.9588800374882849,0.462356458652095,0.537643541347905,-0.00566715763219694,0.0,ok,29.5
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,all,label.n1_primary_took_period_n_low,2338,6,0.9601161191529269,0.9472514619883041,0.5609337564022847,0.4390662435977153,0.963371114295505,0.9494736842105264,0.5545234999920283,0.4390662435977153,-0.0032549951425780987,0.0064102564102563875,ok,33.6
smt_previous_day_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_period_close,all,label.n1_close_moved_with_thesis,2338,6,0.9459238542940848,0.9324172291867567,0.5442921494015601,0.45570785059843993,0.9566592493800122,0.946480231436837,0.5442921494015601,0.45570785059843993,-0.010735395085927468,0.0,ok,36.1
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,low,label.manipulation_range_reaction.range_expanded_2x_manipulation,24006,6,0.913938373113087,0.8658264160156249,0.03869454424266459,0.9597693574470436,0.9073675962283277,0.860968017578125,0.03869454424266459,0.9597693574470436,0.006570776884759266,0.0,ok,49.0
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,all,label.manipulation_range_reaction.range_expanded_2x_manipulation,52940,6,0.9134910781148752,0.8664907642204333,0.032914034653337275,0.9656854051225731,0.9028059610621479,0.8300414704435228,0.031477253044141874,0.9656854051225731,0.010685117052727233,0.0014367816091954005,ok,86.5
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,all,label.ob_confirmation.did_confirm,52940,6,0.8952224223971693,0.8542578792113025,0.027360372402815285,0.9726396275971848,0.8955182447316408,0.8561500543393883,0.027360372402815285,0.9726396275971848,-0.0002958223344714517,0.0,ok,60.8
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,high,label.ob_confirmation.did_confirm,28934,6,0.9011883274296433,0.8786416635323195,0.027537534033436784,0.9724624659665633,0.8941168897376696,0.8729622266401591,0.02627010691049636,0.9724624659665633,0.007071437691973714,0.0012674271229404233,ok,43.8
