entry_time,entry_price,exit_time,exit_price,stop,tp,risk,direction,exit_reason,pnl_r,fvg_high,fvg_low,quarter,month,hour
2024-03-27 13:14,18420.25,2024-03-27 13:19,18433.0,18416.0,18433.0,4.25,BULLISH,3R,3.0,18432.25,18421.0,2024Q1,2024-03,13
2024-03-28 13:41,18469.5,2024-03-28 13:46,18477.75,18477.75,18444.75,8.25,BEARISH,SL,-1.0,18472.75,18470.0,2024Q1,2024-03,13
2024-04-01 13:47,18459.0,2024-04-01 14:22,18471.5,18471.5,18421.5,12.5,BEARISH,SL,-1.0,18466.5,18461.25,2024Q2,2024-04,13
2024-04-04 13:05,18545.5,2024-04-04 13:41,18529.75,18529.75,18592.75,15.75,BULLISH,SL,-1.0,18546.5,18534.75,2024Q2,2024-04,13
2024-04-08 10:11,18304.75,2024-04-08 10:12,18303.5,18303.5,18308.5,1.25,BULLISH,SL,-1.0,18309.0,18308.5,2024Q2,2024-04,10
2024-04-08 10:11,18304.75,2024-04-08 10:25,18330.0,18330.0,18229.0,25.25,BEARISH,SL,-1.0,18325.0,18307.75,2024Q2,2024-04,10
2024-04-09 12:18,18287.25,2024-04-09 12:19,18283.0,18283.0,18300.0,4.25,BULLISH,SL,-1.0,18313.5,18288.0,2024Q2,2024-04,12
2024-04-09 12:15,18286.5,2024-04-09 14:15,18269.5,18349.25,18098.25,62.75,BEARISH,timeout,0.27091633466135456,18344.25,18284.0,2024Q2,2024-04,12
2024-04-10 11:32,18159.0,2024-04-10 12:53,18176.5,18176.5,18106.5,17.5,BEARISH,SL,-1.0,18171.5,18168.25,2024Q2,2024-04,11
2024-04-18 10:19,17643.0,2024-04-18 10:34,17674.0,17674.0,17550.0,31.0,BEARISH,SL,-1.0,17669.0,17647.75,2024Q2,2024-04,10
2024-04-19 12:48,17237.0,2024-04-19 13:03,17293.5,17293.5,17067.5,56.5,BEARISH,SL,-1.0,17288.5,17241.75,2024Q2,2024-04,12
2024-04-22 09:41,17288.5,2024-04-22 10:14,17261.25,17261.25,17370.25,27.25,BULLISH,SL,-1.0,17293.75,17266.25,2024Q2,2024-04,9
2024-04-22 11:42,17225.5,2024-04-22 12:00,17265.25,17265.25,17106.25,39.75,BEARISH,SL,-1.0,17260.25,17237.0,2024Q2,2024-04,11
2024-04-24 10:16,17723.5,2024-04-24 10:41,17702.0,17702.0,17788.0,21.5,BULLISH,SL,-1.0,17712.25,17707.0,2024Q2,2024-04,10
2024-04-24 10:38,17719.75,2024-04-24 10:41,17701.25,17701.25,17775.25,18.5,BULLISH,SL,-1.0,17713.25,17706.25,2024Q2,2024-04,10
2024-04-25 13:15,17487.5,2024-04-25 13:16,17492.0,17492.0,17474.0,4.5,BEARISH,SL,-1.0,17487.0,17479.0,2024Q2,2024-04,13
2024-04-25 10:38,17391.75,2024-04-25 10:41,17376.5,17376.5,17437.5,15.25,BULLISH,SL,-1.0,17405.75,17381.5,2024Q2,2024-04,10
2024-04-29 10:16,17899.25,2024-04-29 10:17,17894.75,17894.75,17912.75,4.5,BULLISH,SL,-1.0,17900.25,17899.75,2024Q2,2024-04,10
2024-04-29 13:54,17915.5,2024-04-29 14:05,17893.25,17893.25,17982.25,22.25,BULLISH,SL,-1.0,17912.5,17898.25,2024Q2,2024-04,13
2024-04-30 13:47,17713.0,2024-04-30 15:47,17690.0,17760.5,17570.5,47.5,BEARISH,timeout,0.4842105263157895,17755.5,17712.5,2024Q2,2024-04,13
2024-05-01 11:37,17459.0,2024-05-01 13:37,17473.0,17489.5,17367.5,30.5,BEARISH,timeout,-0.45901639344262296,17484.5,17453.75,2024Q2,2024-05,11
2024-05-02 10:28,17499.25,2024-05-02 10:32,17521.0,17521.0,17434.0,21.75,BEARISH,SL,-1.0,17516.0,17501.25,2024Q2,2024-05,10
2024-05-02 10:38,17497.75,2024-05-02 10:58,17521.0,17521.0,17428.0,23.25,BEARISH,SL,-1.0,17516.0,17501.25,2024Q2,2024-05,10
2024-05-03 10:21,17912.75,2024-05-03 12:21,17982.75,17800.75,18248.75,112.0,BULLISH,timeout,0.625,17908.5,17805.75,2024Q2,2024-05,10
2024-05-06 10:19,18088.25,2024-05-06 12:19,18085.75,18073.25,18133.25,15.0,BULLISH,timeout,-0.16666666666666666,18084.0,18078.25,2024Q2,2024-05,10
2024-05-06 12:41,18105.75,2024-05-06 12:47,18113.75,18113.75,18081.75,8.0,BEARISH,SL,-1.0,18108.75,18094.75,2024Q2,2024-05,12
2024-05-07 10:02,18189.5,2024-05-07 10:50,18227.0,18177.0,18227.0,12.5,BULLISH,3R,3.0,18189.0,18182.0,2024Q2,2024-05,10
2024-05-07 11:42,18243.0,2024-05-07 13:42,18239.5,18207.0,18351.0,36.0,BULLISH,timeout,-0.09722222222222222,18240.5,18212.0,2024Q2,2024-05,11
2024-05-08 13:33,18153.0,2024-05-08 13:44,18162.75,18162.75,18123.75,9.75,BEARISH,SL,-1.0,18157.75,18151.25,2024Q2,2024-05,13
2024-05-09 12:00,18179.0,2024-05-09 13:03,18227.0,18163.0,18227.0,16.0,BULLISH,3R,3.0,18186.5,18168.0,2024Q2,2024-05,12
2024-05-09 12:20,18191.0,2024-05-09 14:20,18205.0,18163.0,18275.0,28.0,BULLISH,timeout,0.5,18186.5,18168.0,2024Q2,2024-05,12
2024-05-13 13:24,18292.25,2024-05-13 14:03,18268.25,18300.25,18268.25,8.0,BEARISH,3R,3.0,18295.25,18294.0,2024Q2,2024-05,13
2024-05-16 12:56,18734.0,2024-05-16 13:15,18739.5,18739.5,18717.5,5.5,BEARISH,SL,-1.0,18734.5,18733.25,2024Q2,2024-05,12
2024-05-17 10:06,18645.25,2024-05-17 10:26,18656.25,18656.25,18612.25,11.0,BEARISH,SL,-1.0,18651.25,18650.5,2024Q2,2024-05,10
2024-05-20 13:46,18751.5,2024-05-20 15:46,18756.25,18784.75,18651.75,33.25,BEARISH,timeout,-0.14285714285714285,18779.75,18751.75,2024Q2,2024-05,13
2024-05-21 10:40,18746.75,2024-05-21 10:59,18753.75,18753.75,18725.75,7.0,BEARISH,SL,-1.0,18748.75,18744.25,2024Q2,2024-05,10
2024-05-21 09:39,18702.75,2024-05-21 10:03,18720.5,18720.5,18649.5,17.75,BEARISH,SL,-1.0,18715.5,18708.0,2024Q2,2024-05,9
2024-05-24 10:46,18824.0,2024-05-24 11:11,18904.25,18797.25,18904.25,26.75,BULLISH,3R,3.0,18814.5,18802.25,2024Q2,2024-05,10
2024-05-24 11:40,18887.5,2024-05-24 13:40,18885.25,18861.75,18964.75,25.75,BULLISH,timeout,-0.08737864077669903,18898.25,18866.75,2024Q2,2024-05,11
2024-05-28 10:06,18881.0,2024-05-28 10:46,18917.5,18917.5,18771.5,36.5,BEARISH,SL,-1.0,18912.5,18874.5,2024Q2,2024-05,10
2024-05-29 10:58,18858.0,2024-05-29 11:09,18839.25,18839.25,18914.25,18.75,BULLISH,SL,-1.0,18852.25,18844.25,2024Q2,2024-05,10
2024-05-29 11:12,18843.0,2024-05-29 11:13,18839.25,18839.25,18854.25,3.75,BULLISH,SL,-1.0,18852.25,18844.25,2024Q2,2024-05,11
2024-05-30 09:33,18758.0,2024-05-30 09:34,18725.0,18725.0,18857.0,33.0,BULLISH,SL,-1.0,18748.25,18730.0,2024Q2,2024-05,9
2024-05-30 12:02,18679.75,2024-05-30 14:02,18703.0,18657.5,18746.5,22.25,BULLISH,timeout,1.0449438202247192,18669.75,18662.5,2024Q2,2024-05,12
2024-06-03 13:40,18560.0,2024-06-03 15:27,18597.75,18597.75,18446.75,37.75,BEARISH,SL,-1.0,18592.75,18542.0,2024Q2,2024-06,13
2024-06-05 13:24,18997.75,2024-06-05 13:25,18987.25,18987.25,19029.25,10.5,BULLISH,SL,-1.0,18998.25,18992.25,2024Q2,2024-06,13
2024-06-05 09:38,18833.25,2024-06-05 09:39,18823.25,18823.25,18863.25,10.0,BULLISH,SL,-1.0,18830.25,18828.25,2024Q2,2024-06,9
2024-06-06 10:26,19070.5,2024-06-06 10:32,19090.5,19090.5,19010.5,20.0,BEARISH,SL,-1.0,19085.5,19079.25,2024Q2,2024-06,10
2024-06-07 09:44,19029.25,2024-06-07 11:44,19061.75,18993.25,19137.25,36.0,BULLISH,timeout,0.9027777777777778,19004.0,18998.25,2024Q2,2024-06,9
2024-06-10 13:43,19065.25,2024-06-10 14:30,19042.0,19042.0,19135.0,23.25,BULLISH,SL,-1.0,19062.25,19047.0,2024Q2,2024-06,13
2024-06-10 12:02,19092.0,2024-06-10 13:16,19077.25,19077.25,19136.25,14.75,BULLISH,SL,-1.0,19084.5,19082.25,2024Q2,2024-06,12
2024-06-13 11:50,19602.0,2024-06-13 12:16,19548.75,19619.75,19548.75,17.75,BEARISH,3R,3.0,19614.75,19598.25,2024Q2,2024-06,11
2024-06-14 10:13,19596.25,2024-06-14 10:38,19574.25,19574.25,19662.25,22.0,BULLISH,SL,-1.0,19596.5,19579.25,2024Q2,2024-06,10
2024-06-17 11:36,19743.25,2024-06-17 12:47,19844.5,19709.5,19844.5,33.75,BULLISH,3R,3.0,19739.75,19714.5,2024Q2,2024-06,11
2024-06-19 12:36,19962.25,2024-06-19 19:43,19958.5,19969.5,19940.5,7.25,BEARISH,timeout,0.5172413793103449,19964.5,19963.75,2024Q2,2024-06,12
2024-06-20 12:48,19812.75,2024-06-20 14:48,19769.75,19891.25,19577.25,78.5,BEARISH,timeout,0.5477707006369427,19886.25,19805.25,2024Q2,2024-06,12
2024-06-20 09:48,19980.0,2024-06-20 10:05,19944.0,19992.0,19944.0,12.0,BEARISH,3R,3.0,19987.0,19984.0,2024Q2,2024-06,9
2024-06-25 10:58,19861.75,2024-06-25 11:07,19904.5,19847.5,19904.5,14.25,BULLISH,3R,3.0,19854.0,19852.5,2024Q2,2024-06,10
2024-06-25 13:58,19922.5,2024-06-25 14:09,19935.0,19935.0,19885.0,12.5,BEARISH,SL,-1.0,19930.0,19921.5,2024Q2,2024-06,13
2024-06-27 11:33,19978.25,2024-06-27 11:34,19977.25,19977.25,19981.25,1.0,BULLISH,SL,-1.0,19983.75,19982.25,2024Q2,2024-06,11
2024-06-27 10:53,20014.0,2024-06-27 11:28,20000.25,20000.25,20055.25,13.75,BULLISH,SL,-1.0,20009.75,20005.25,2024Q2,2024-06,10
2024-06-28 10:59,20137.0,2024-06-28 11:01,20100.5,20100.5,20246.5,36.5,BULLISH,SL,-1.0,20148.0,20105.5,2024Q2,2024-06,10
2024-07-01 09:31,19967.5,2024-07-01 09:32,19953.25,19953.25,20010.25,14.25,BULLISH,SL,-1.0,19963.25,19958.25,2024Q3,2024-07,9
2024-07-01 10:09,19923.0,2024-07-01 10:14,19824.75,19955.75,19824.75,32.75,BEARISH,3R,3.0,19950.75,19927.0,2024Q3,2024-07,10
2024-07-02 13:33,20176.0,2024-07-02 15:33,20228.5,20122.75,20335.75,53.25,BULLISH,timeout,0.9859154929577465,20172.75,20127.75,2024Q3,2024-07,13
2024-07-02 12:31,20101.5,2024-07-02 12:56,20126.5,20126.5,20026.5,25.0,BEARISH,SL,-1.0,20121.5,20098.5,2024Q3,2024-07,12
2024-07-03 11:43,20338.5,2024-07-03 12:16,20406.75,20315.75,20406.75,22.75,BULLISH,3R,3.0,20335.5,20320.75,2024Q3,2024-07,11
2024-07-03 12:48,20375.25,2024-07-03 19:34,20407.5,20345.0,20466.0,30.25,BULLISH,timeout,1.0661157024793388,20375.75,20350.0,2024Q3,2024-07,12
2024-07-04 11:58,20384.0,2024-07-04 18:00,20372.0,20372.0,20420.0,12.0,BULLISH,SL,-1.0,20383.5,20377.0,2024Q3,2024-07,11
